,Date,Home_Team,Away_Team,Spread_Result,Line,O/U_Result
13537,2019-03-08,MIA,CLE,,,
13538,2019-03-10,MIA,TOR,,,
13539,2019-03-13,MIA,DET,,,
13540,2019-03-15,MIA,MIL,,,
13541,2019-03-17,MIA,CHO,,,
13542,2019-03-18,OKC,MIA,,,
13543,2019-03-20,SAS,MIA,,,
13544,2019-03-22,MIL,MIA,,,
13545,2019-03-23,WAS,MIA,,,
13546,2019-03-26,MIA,ORL,,,
13547,2019-03-28,MIA,DAL,,,
13548,2019-03-30,NYK,MIA,,,
13549,2019-04-01,BOS,MIA,,,
13550,2019-04-03,MIA,BOS,,,
13551,2019-04-05,MIN,MIA,,,
13552,2019-04-07,TOR,MIA,,,
13553,2019-04-09,MIA,PHI,,,
13554,2019-04-10,BRK,MIA,,,
13555,2019-10-23,MIA,MEM,,,
13556,2019-10-26,MIL,MIA,,,
13557,2019-10-27,MIN,MIA,,,
13558,2019-10-29,MIA,ATL,,,
13559,2019-10-31,ATL,MIA,,,
13560,2019-11-03,MIA,HOU,,,
13561,2019-11-05,DEN,MIA,,,
13562,2019-11-07,PHO,MIA,,,
13563,2019-11-08,LAL,MIA,,,
13564,2019-11-12,MIA,DET,,,
13565,2019-11-14,CLE,MIA,,,
13566,2019-11-16,MIA,NOP,,,
13567,2019-11-20,MIA,CLE,,,
13568,2019-11-22,CHI,MIA,,,
13569,2019-11-23,PHI,MIA,,,
13570,2019-11-25,MIA,CHO,,,
13571,2019-11-27,HOU,MIA,,,
13572,2019-11-29,MIA,GSW,,,
13573,2019-12-01,BRK,MIA,,,
13574,2019-12-03,TOR,MIA,,,
13575,2019-12-04,BOS,MIA,,,
13576,2019-12-06,MIA,WAS,,,
13577,2019-12-08,MIA,CHI,,,
13578,2019-12-10,MIA,ATL,,,
13579,2019-12-13,MIA,LAL,,,
13580,2019-12-14,DAL,MIA,,,
13581,2019-12-16,MEM,MIA,,,
13582,2019-12-18,PHI,MIA,,,
13583,2019-12-20,MIA,NYK,,,
13584,2019-12-23,MIA,UTA,,,
13585,2019-12-27,MIA,IND,,,
13586,2019-12-28,MIA,PHI,,,
13587,2019-12-30,WAS,MIA,,,
13588,2020-01-02,MIA,TOR,,,
13589,2020-01-03,ORL,MIA,,,
13590,2020-01-05,MIA,POR,,,
13591,2020-01-08,IND,MIA,,,
13592,2020-01-10,BRK,MIA,,,
13593,2020-01-12,NYK,MIA,,,
13594,2020-01-15,MIA,SAS,,,
13595,2020-01-17,OKC,MIA,,,
13596,2020-01-19,SAS,MIA,,,
13597,2020-01-20,MIA,SAC,,,
13598,2020-01-22,MIA,WAS,,,
13599,2020-01-24,MIA,LAC,,,
13600,2020-01-27,MIA,ORL,,,
13601,2020-01-28,MIA,BOS,,,
13602,2020-02-01,ORL,MIA,,,
13603,2020-02-03,MIA,PHI,,,
13604,2020-02-05,LAC,MIA,,,
13605,2020-02-07,SAC,MIA,,,
13606,2020-02-09,POR,MIA,,,
13607,2020-02-10,GSW,MIA,,,
13608,2020-02-12,UTA,MIA,,,
13609,2020-02-20,ATL,MIA,,,
13610,2020-02-22,MIA,CLE,,,
13611,2020-02-24,CLE,MIA,,,
13612,2020-02-26,MIA,MIN,,,
13613,2020-02-28,MIA,DAL,,,
13614,2020-02-29,MIA,BRK,,,
13615,2020-03-02,MIA,MIL,,,
13616,2020-03-04,MIA,ORL,,,
13617,2020-03-06,NOP,MIA,,,
13618,2020-03-08,WAS,MIA,,,
13619,2020-03-11,MIA,CHO,,,
13620,2020-08-01,DEN,MIA,,,
13621,2020-08-03,MIA,TOR,,,
13622,2020-08-04,MIA,BOS,,,
13623,2020-08-06,MIL,MIA,,,
13624,2020-08-08,MIA,PHO,,,
13625,2020-08-10,MIA,IND,,,
13626,2020-08-12,OKC,MIA,,,
13627,2020-08-14,IND,MIA,,,
13628,2020-08-18,IND,MIA,,,
13629,2020-08-20,IND,MIA,,,
13630,2020-08-22,MIA,IND,,,
13631,2020-08-24,MIA,IND,,,
13632,2020-08-31,MIL,MIA,,,
13633,2020-09-02,MIL,MIA,,,
13634,2020-09-04,MIA,MIL,,,
13635,2020-09-06,MIA,MIL,,,
13636,2020-09-08,MIL,MIA,,,
13637,2020-09-15,BOS,MIA,,,
13638,2020-09-17,BOS,MIA,,,
13639,2020-09-19,MIA,BOS,,,
13640,2020-09-23,MIA,BOS,,,
13641,2020-09-25,BOS,MIA,,,
13642,2020-09-27,MIA,BOS,,,
13643,2020-09-30,LAL,MIA,,,
13644,2020-10-02,LAL,MIA,,,
13645,2020-10-04,MIA,LAL,,,
13646,2020-10-06,MIA,LAL,,,
13647,2020-10-09,LAL,MIA,,,
13648,2020-10-11,MIA,LAL,,,
13649,2020-12-23,ORL,MIA,,,
13650,2020-12-25,MIA,NOP,,,
13651,2020-12-29,MIA,MIL,,,
13652,2020-12-30,MIA,MIL,,,
13653,2021-01-01,DAL,MIA,,,
13654,2021-01-04,MIA,OKC,,,
13655,2021-01-06,MIA,BOS,,,
13656,2021-01-09,WAS,MIA,,,
13657,2021-01-12,PHI,MIA,,,
13658,2021-01-14,PHI,MIA,,,
13659,2021-01-16,MIA,DET,,,
13660,2021-01-18,MIA,DET,,,
13661,2021-01-20,TOR,MIA,,,
13662,2021-01-22,TOR,MIA,,,
13663,2021-01-23,BRK,MIA,,,
13664,2021-01-25,BRK,MIA,,,
13665,2021-01-27,MIA,DEN,,,
13666,2021-01-28,MIA,LAC,,,
13667,2021-01-30,MIA,SAC,,,
13668,2021-02-01,MIA,CHO,,,
13669,2021-02-03,MIA,WAS,,,
13670,2021-02-05,MIA,WAS,,,
13671,2021-02-07,NYK,MIA,,,
13672,2021-02-09,MIA,NYK,,,
13673,2021-02-11,HOU,MIA,,,
13674,2021-02-13,UTA,MIA,,,
13675,2021-02-15,LAC,MIA,,,
13676,2021-02-17,GSW,MIA,,,
13677,2021-02-18,SAC,MIA,,,
13678,2021-02-20,LAL,MIA,,,
13679,2021-02-22,OKC,MIA,,,
13680,2021-02-24,MIA,TOR,,,
13681,2021-02-26,MIA,UTA,,,
13682,2021-02-28,MIA,ATL,,,
13683,2021-03-02,MIA,ATL,,,
13684,2021-03-04,NOP,MIA,,,
13685,2021-03-11,MIA,ORL,,,
13686,2021-03-12,CHI,MIA,,,
13687,2021-03-14,ORL,MIA,,,
13688,2021-03-16,MIA,CLE,,,
13689,2021-03-17,MEM,MIA,,,
13690,2021-03-19,MIA,IND,,,
13691,2021-03-21,MIA,IND,,,
13692,2021-03-23,MIA,PHO,,,
13693,2021-03-25,MIA,POR,,,
13694,2021-03-26,CHO,MIA,,,
13695,2021-03-29,NYK,MIA,,,
13696,2021-03-31,IND,MIA,,,
13697,2021-04-01,MIA,GSW,,,
13698,2021-04-03,MIA,CLE,,,
13699,2021-04-06,MIA,MEM,,,
13700,2021-04-08,MIA,LAL,,,
13701,2021-04-11,POR,MIA,,,
13702,2021-04-13,PHO,MIA,,,
13703,2021-04-14,DEN,MIA,,,
13704,2021-04-16,MIN,MIA,,,
13705,2021-04-18,MIA,BRK,,,
13706,2021-04-19,MIA,HOU,,,
13707,2021-04-21,SAS,MIA,,,
13708,2021-04-23,ATL,MIA,,,
13709,2021-04-24,MIA,CHI,,,
13710,2021-04-26,MIA,CHI,,,
13711,2021-04-28,MIA,SAS,,,
13712,2021-05-01,CLE,MIA,,,
13713,2021-05-02,CHO,MIA,,,
13714,2021-05-04,MIA,DAL,,,
13715,2021-05-07,MIA,MIN,,,
13716,2021-05-09,BOS,MIA,,,
13717,2021-05-11,BOS,MIA,,,
13718,2021-05-13,MIA,PHI,,,
13719,2021-05-15,MIL,MIA,,,
13720,2021-05-16,DET,MIA,,,
13721,2021-05-22,MIL,MIA,,,
13722,2021-05-24,MIL,MIA,,,
13723,2021-05-27,MIA,MIL,,,
13724,2021-05-29,MIA,MIL,,,
13725,2021-10-21,MIA,MIL,,,
13726,2021-10-23,IND,MIA,,,
13727,2021-10-25,MIA,ORL,,,
13728,2021-10-27,BRK,MIA,,,
13729,2021-10-29,MIA,CHO,,,
13730,2021-10-30,MEM,MIA,,,
13731,2021-11-02,DAL,MIA,,,
13732,2021-11-04,MIA,BOS,,,
13733,2021-11-06,MIA,UTA,,,
13734,2021-11-08,DEN,MIA,,,
13735,2021-11-10,LAL,MIA,,,
13736,2021-11-11,LAC,MIA,,,
13737,2021-11-13,UTA,MIA,,,
13738,2021-11-15,OKC,MIA,,,
13739,2021-11-17,MIA,NOP,,,
13740,2021-11-18,MIA,WAS,,,
13741,2021-11-20,WAS,MIA,,,
13742,2021-11-23,DET,MIA,,,
13743,2021-11-24,MIN,MIA,,,
13744,2021-11-27,CHI,MIA,,,
13745,2021-11-29,MIA,DEN,,,
13746,2021-12-01,MIA,CLE,,,
13747,2021-12-03,IND,MIA,,,
13748,2021-12-04,MIL,MIA,,,
13749,2021-12-06,MIA,MEM,,,
13750,2021-12-08,MIA,MIL,,,
13751,2021-12-11,MIA,CHI,,,
13752,2021-12-13,CLE,MIA,,,
13753,2021-12-15,PHI,MIA,,,
13754,2021-12-17,ORL,MIA,,,
13755,2021-12-19,DET,MIA,,,
13756,2021-12-21,MIA,IND,,,
13757,2021-12-23,MIA,DET,,,
13758,2021-12-26,MIA,ORL,,,
13759,2021-12-28,MIA,WAS,,,
13760,2021-12-31,HOU,MIA,,,
13761,2022-01-02,SAC,MIA,,,
13762,2022-01-03,GSW,MIA,,,
13763,2022-01-05,POR,MIA,,,
13764,2022-01-08,PHO,MIA,,,
13765,2022-01-12,ATL,MIA,,,
13766,2022-01-14,MIA,ATL,,,
13767,2022-01-15,MIA,PHI,,,
13768,2022-01-17,MIA,TOR,,,
13769,2022-01-19,MIA,POR,,,
13770,2022-01-21,ATL,MIA,,,
13771,2022-01-23,MIA,LAL,,,
13772,2022-01-26,MIA,NYK,,,
13773,2022-01-28,MIA,LAC,,,
13774,2022-01-29,MIA,TOR,,,
13775,2022-01-31,BOS,MIA,,,
13776,2022-02-01,TOR,MIA,,,
13777,2022-02-03,SAS,MIA,,,
13778,2022-02-05,CHO,MIA,,,
13779,2022-02-07,WAS,MIA,,,
13780,2022-02-10,NOP,MIA,,,
13781,2022-02-12,MIA,BRK,,,
13782,2022-02-15,MIA,DAL,,,
13783,2022-02-17,CHO,MIA,,,
13784,2022-02-25,NYK,MIA,,,
13785,2022-02-26,MIA,SAS,,,
13786,2022-02-28,MIA,CHI,,,
13787,2022-03-02,MIL,MIA,,,
13788,2022-03-03,BRK,MIA,,,
13789,2022-03-05,MIA,PHI,,,
13790,2022-03-07,MIA,HOU,,,
13791,2022-03-09,MIA,PHO,,,
13792,2022-03-11,MIA,CLE,,,
13793,2022-03-12,MIA,MIN,,,
13794,2022-03-15,MIA,DET,,,
13795,2022-03-18,MIA,OKC,,,
13796,2022-03-21,PHI,MIA,,,
13797,2022-03-23,MIA,GSW,,,
13798,2022-03-25,MIA,NYK,,,
13799,2022-03-26,MIA,BRK,,,
13800,2022-03-28,MIA,SAC,,,
13801,2022-03-30,BOS,MIA,,,
13802,2022-04-02,CHI,MIA,,,
13803,2022-04-03,TOR,MIA,,,
13804,2022-04-05,MIA,CHO,,,
13805,2022-04-08,MIA,ATL,,,
13806,2022-04-10,ORL,MIA,,,
13807,2022-04-17,MIA,ATL,,,
13808,2022-04-19,MIA,ATL,,,
13809,2022-04-22,ATL,MIA,,,
13810,2022-04-24,ATL,MIA,,,
13811,2022-04-26,MIA,ATL,,,
13812,2022-05-02,MIA,PHI,,,
13813,2022-05-04,MIA,PHI,,,
13814,2022-05-06,PHI,MIA,,,
13815,2022-05-08,PHI,MIA,,,
13816,2022-05-10,MIA,PHI,,,
13817,2022-05-12,PHI,MIA,,,
13818,2022-05-17,MIA,BOS,,,
13819,2022-05-19,MIA,BOS,,,
13820,2022-05-21,BOS,MIA,,,
13821,2022-05-23,BOS,MIA,,,
13822,2022-05-25,MIA,BOS,,,
13823,2022-05-27,BOS,MIA,,,
13824,2022-05-29,MIA,BOS,,,
13825,2012-11-02,BOS,MIL,,7.5,
13826,2012-11-03,MIL,CLE,,,
13827,2012-11-07,MIL,MEM,,,
13828,2012-11-09,WAS,MIL,,-3.5,
13829,2012-11-10,MIL,BOS,,,
13830,2012-11-12,PHI,MIL,,4.0,
13831,2012-11-14,MIL,IND,,,
13832,2012-11-17,MIL,NOH,,,
13833,2012-11-19,CHA,MIL,,-4.5,
13834,2012-11-21,MIA,MIL,,9.5,
13835,2012-11-24,MIL,CHI,,,
13836,2012-11-26,CHI,MIL,,4.0,
13837,2012-11-28,MIL,NYK,,,
13838,2012-11-30,MIN,MIL,,1.0,
13839,2012-12-01,MIL,BOS,,,
13840,2012-12-03,NOH,MIL,,-4.0,
13841,2012-12-05,SAS,MIL,,9.0,
13842,2012-12-07,MIL,CHA,,,
13843,2012-12-09,BRK,MIL,,6.0,
13844,2012-12-12,MIL,SAC,,,
13845,2012-12-14,CLE,MIL,,-3.0,
13846,2012-12-15,MIL,LAC,,,
13847,2012-12-18,MIL,IND,,,
13848,2012-12-19,MEM,MIL,,9.0,
13849,2012-12-21,BOS,MIL,,5.0,
13850,2012-12-22,MIL,CLE,,,
13851,2012-12-26,MIL,BRK,,,
13852,2012-12-29,MIL,MIA,,,
13853,2012-12-30,DET,MIL,,2.5,
13854,2013-01-02,MIL,SAS,,,
13855,2013-01-04,MIL,HOU,,,
13856,2013-01-05,IND,MIL,,4.5,
13857,2013-01-08,MIL,PHO,,,
13858,2013-01-09,CHI,MIL,,6.0,
13859,2013-01-11,MIL,DET,,,
13860,2013-01-13,TOR,MIL,,3.0,
13861,2013-01-15,LAL,MIL,,6.0,
13862,2013-01-17,PHO,MIL,,-1.0,
13863,2013-01-19,POR,MIL,,4.5,
13864,2013-01-22,MIL,PHI,,,
13865,2013-01-25,CLE,MIL,,-4.0,
13866,2013-01-26,MIL,GSW,,,
13867,2013-01-29,DET,MIL,,-1.5,
13868,2013-01-30,MIL,CHI,,,
13869,2013-02-01,NYK,MIL,,5.0,
13870,2013-02-02,MIL,ORL,,,
13871,2013-02-05,DEN,MIL,,7.0,
13872,2013-02-06,UTA,MIL,,5.5,
13873,2013-02-09,MIL,DET,,,
13874,2013-02-11,MIL,WAS,,,
13875,2013-02-13,MIL,PHI,,,
13876,2013-02-19,BRK,MIL,,5.0,
13877,2013-02-20,MIL,BRK,,,
13878,2013-02-23,MIL,ATL,,,
13879,2013-02-26,DAL,MIL,,5.5,
13880,2013-02-27,HOU,MIL,,8.5,
13881,2013-03-02,MIL,TOR,,,
13882,2013-03-04,MIL,UTA,,,
13883,2013-03-06,LAC,MIL,,9.5,
13884,2013-03-09,GSW,MIL,,2.5,
13885,2013-03-10,SAC,MIL,,1.0,
13886,2013-03-12,MIL,DAL,,,
13887,2013-03-13,WAS,MIL,,-1.5,
13888,2013-03-15,MIL,MIA,,,
13889,2013-03-17,MIL,ORL,,,
13890,2013-03-19,MIL,POR,,,
13891,2013-03-20,ATL,MIL,,6.0,
13892,2013-03-22,IND,MIL,,7.5,
13893,2013-03-24,MIL,ATL,,,
13894,2013-03-27,PHI,MIL,,-1.0,
13895,2013-03-28,MIL,LAL,,,
13896,2013-03-30,MIL,OKC,,,
13897,2013-04-01,MIL,CHA,,,
13898,2013-04-03,MIL,MIN,,,
13899,2013-04-05,NYK,MIL,,7.0,
13900,2013-04-06,MIL,TOR,,,
13901,2013-04-09,MIA,MIL,,6.5,
13902,2013-04-10,ORL,MIL,,-4.5,
13903,2013-04-12,ATL,MIL,,7.5,
13904,2013-04-13,CHA,MIL,,-4.5,
13905,2013-04-15,MIL,DEN,,,
13906,2013-04-17,OKC,MIL,,3.5,
13907,2013-04-21,MIA,MIL,,13.0,
13908,2013-04-23,MIA,MIL,,14.0,
13909,2013-04-25,MIL,MIA,,,
13910,2013-04-28,MIL,MIA,,,
13911,2013-10-30,NYK,MIL,,,
13912,2013-11-01,BOS,MIL,,2.5,
13913,2013-11-02,MIL,TOR,,,
13914,2013-11-06,MIL,CLE,,,
13915,2013-11-09,MIL,DAL,,,
13916,2013-11-12,MIA,MIL,,13.5,
13917,2013-11-13,ORL,MIL,,7.5,
13918,2013-11-15,IND,MIL,,14.0,
13919,2013-11-16,MIL,OKC,,,
13920,2013-11-20,MIL,POR,,,
13921,2013-11-22,PHI,MIL,,3.0,
13922,2013-11-23,MIL,CHA,,,
13923,2013-11-25,DET,MIL,,7.0,
13924,2013-11-27,MIL,WAS,,,
13925,2013-11-29,CHA,MIL,,5.0,
13926,2013-11-30,MIL,BOS,,,
13927,2013-12-03,BOS,MIL,,7.0,
13928,2013-12-04,MIL,DET,,,
13929,2013-12-06,WAS,MIL,,9.5,
13930,2013-12-07,MIL,BRK,,,
13931,2013-12-10,CHI,MIL,,6.0,
13932,2013-12-11,MIL,SAS,,,
13933,2013-12-13,MIL,CHI,,,
13934,2013-12-14,DAL,MIL,,11.0,
13935,2013-12-18,MIL,NYK,,,
13936,2013-12-20,CLE,MIL,,8.0,
13937,2013-12-21,MIL,PHI,,,
13938,2013-12-23,CHA,MIL,,6.5,
13939,2013-12-27,BRK,MIL,,4.5,
13940,2013-12-28,MIL,MIN,,,
13941,2013-12-31,LAL,MIL,,6.0,
13942,2014-01-02,UTA,MIL,,5.5,
13943,2014-01-04,PHO,MIL,,8.0,
13944,2014-01-07,MIL,GSW,,,
13945,2014-01-10,MIL,CHI,,,
13946,2014-01-11,OKC,MIL,,15.0,
13947,2014-01-13,TOR,MIL,,10.5,
13948,2014-01-15,MIL,MEM,,,
13949,2014-01-18,HOU,MIL,,13.5,
13950,2014-01-19,SAS,MIL,,15.5,
13951,2014-01-22,MIL,DET,,,
13952,2014-01-24,CLE,MIL,,8.0,
13953,2014-01-25,MIL,ATL,,,
13954,2014-01-27,MIL,LAC,,,
13955,2014-01-29,MIL,PHO,,,
13956,2014-01-31,ORL,MIL,,6.0,
13957,2014-02-01,MEM,MIL,,12.5,
13958,2014-02-03,MIL,NYK,,,
13959,2014-02-05,DEN,MIL,,11.5,
13960,2014-02-08,MIL,HOU,,,
13961,2014-02-10,MIL,BOS,,,
13962,2014-02-12,MIL,NOP,,,
13963,2014-02-18,MIL,ORL,,,
13964,2014-02-20,MIL,DEN,,,
13965,2014-02-22,MIL,IND,,,
13966,2014-02-24,PHI,MIL,,-3.0,
13967,2014-02-27,IND,MIL,,15.5,
13968,2014-03-01,MIL,BRK,,,
13969,2014-03-03,MIL,UTA,,,
13970,2014-03-05,MIL,SAC,,,
13971,2014-03-07,NOP,MIL,,8.0,
13972,2014-03-08,MIL,WAS,,,
13973,2014-03-10,MIL,ORL,,,
13974,2014-03-11,MIN,MIL,,15.0,
13975,2014-03-13,ATL,MIL,,8.5,
13976,2014-03-15,NYK,MIL,,10.5,
13977,2014-03-16,MIL,CHA,,,
13978,2014-03-18,POR,MIL,,12.5,
13979,2014-03-20,GSW,MIL,,12.5,
13980,2014-03-23,SAC,MIL,,7.5,
13981,2014-03-24,LAC,MIL,,16.5,
13982,2014-03-27,MIL,LAL,,,
13983,2014-03-29,MIL,MIA,,,
13984,2014-03-31,DET,MIL,,6.5,
13985,2014-04-02,MIA,MIL,,13.0,
13986,2014-04-04,CHI,MIL,,11.5,
13987,2014-04-05,MIL,TOR,,,
13988,2014-04-09,MIL,IND,,,
13989,2014-04-11,MIL,CLE,,,
13990,2014-04-12,WAS,MIL,,11.0,
13991,2014-04-14,TOR,MIL,,10.5,
13992,2014-04-16,MIL,ATL,,,
13993,2014-10-29,CHO,MIL,,,
13994,2014-10-31,MIL,PHI,,,
13995,2014-11-01,WAS,MIL,,9.0,
13996,2014-11-04,IND,MIL,,4.0,
13997,2014-11-05,MIL,CHI,,,
13998,2014-11-07,DET,MIL,,5.0,
13999,2014-11-08,MIL,MEM,,,
14000,2014-11-11,MIL,OKC,,,
14001,2014-11-14,ORL,MIL,,2.5,
14002,2014-11-16,MIA,MIL,,5.0,
14003,2014-11-18,MIL,NYK,,,
14004,2014-11-19,BRK,MIL,,6.5,
14005,2014-11-21,TOR,MIL,,8.5,
14006,2014-11-22,MIL,WAS,,,
14007,2014-11-25,MIL,DET,,,
14008,2014-11-26,MIN,MIL,,-1.5,
14009,2014-11-28,DET,MIL,,2.0,
14010,2014-11-29,MIL,HOU,,,
14011,2014-12-02,CLE,MIL,,10.5,
14012,2014-12-03,MIL,DAL,,,
14013,2014-12-05,MIL,MIA,,,
14014,2014-12-07,DAL,MIL,,9.0,
14015,2014-12-09,OKC,MIL,,10.0,
14016,2014-12-13,MIL,LAC,,,
14017,2014-12-15,PHO,MIL,,5.5,
14018,2014-12-17,POR,MIL,,10.0,
14019,2014-12-18,SAC,MIL,,7.5,
14020,2014-12-20,LAC,MIL,,10.0,
14021,2014-12-23,MIL,CHO,,,
14022,2014-12-26,ATL,MIL,,9.0,
14023,2014-12-27,MIL,ATL,,,
14024,2014-12-29,CHO,MIL,,3.0,
14025,2014-12-31,CLE,MIL,,-1.0,
14026,2015-01-02,MIL,IND,,,
14027,2015-01-04,NYK,MIL,,-7.0,
14028,2015-01-06,MIL,PHO,,,
14029,2015-01-07,PHI,MIL,,-6.5,
14030,2015-01-09,MIL,MIN,,,
14031,2015-01-10,CHI,MIL,,6.5,
14032,2015-01-15,MIL,NYK,,,
14033,2015-01-19,MIL,TOR,,,
14034,2015-01-22,MIL,UTA,,,
14035,2015-01-24,MIL,DET,,,
14036,2015-01-25,SAS,MIL,,11.5,
14037,2015-01-27,MIA,MIL,,2.0,
14038,2015-01-29,ORL,MIL,,-4.0,
14039,2015-01-31,MIL,POR,,,
14040,2015-02-02,TOR,MIL,,6.0,
14041,2015-02-04,MIL,LAL,,,
14042,2015-02-06,HOU,MIL,,5.5,
14043,2015-02-07,MIL,BOS,,,
14044,2015-02-09,MIL,BRK,,,
14045,2015-02-11,MIL,SAC,,,
14046,2015-02-20,MIL,DEN,,,
14047,2015-02-22,MIL,ATL,,,
14048,2015-02-23,CHI,MIL,,7.0,
14049,2015-02-25,MIL,PHI,,,
14050,2015-02-27,LAL,MIL,,-6.5,
14051,2015-02-28,UTA,MIL,,3.5,
14052,2015-03-03,DEN,MIL,,-5.5,
14053,2015-03-04,GSW,MIL,,13.5,
14054,2015-03-07,MIL,WAS,,,
14055,2015-03-09,MIL,NOP,,,
14056,2015-03-11,MIL,ORL,,,
14057,2015-03-12,IND,MIL,,7.0,
14058,2015-03-14,MEM,MIL,,6.5,
14059,2015-03-17,NOP,MIL,,7.0,
14060,2015-03-18,MIL,SAS,,,
14061,2015-03-20,BRK,MIL,,2.0,
14062,2015-03-22,MIL,CLE,,,
14063,2015-03-24,MIL,MIA,,,
14064,2015-03-26,MIL,IND,,,
14065,2015-03-28,MIL,GSW,,,
14066,2015-03-30,ATL,MIL,,9.0,
14067,2015-04-01,MIL,CHI,,,
14068,2015-04-03,BOS,MIL,,5.0,
14069,2015-04-04,MIL,ORL,,,
14070,2015-04-08,MIL,CLE,,,
14071,2015-04-10,NYK,MIL,,-11.0,
14072,2015-04-12,MIL,BRK,,,
14073,2015-04-13,PHI,MIL,,-3.5,
14074,2015-04-15,MIL,BOS,,,
14075,2015-04-18,CHI,MIL,,8.0,
14076,2015-04-20,CHI,MIL,,8.0,
14077,2015-04-23,MIL,CHI,,,
14078,2015-04-25,MIL,CHI,,,
14079,2015-04-27,CHI,MIL,,8.0,
14080,2015-04-30,MIL,CHI,,,
14081,2015-10-28,MIL,NYK,,,
14082,2015-10-30,MIL,WAS,,,
14083,2015-11-01,TOR,MIL,,6.0,
14084,2015-11-02,BRK,MIL,,-1.5,
14085,2015-11-04,MIL,PHI,,,
14086,2015-11-06,NYK,MIL,,1.5,
14087,2015-11-07,MIL,BRK,,,
14088,2015-11-10,MIL,BOS,,,
14089,2015-11-11,DEN,MIL,,3.5,
14090,2015-11-14,MIL,CLE,,,
14091,2015-11-17,WAS,MIL,,3.5,
14092,2015-11-19,CLE,MIL,,10.0,
14093,2015-11-21,IND,MIL,,5.0,
14094,2015-11-23,MIL,DET,,,
14095,2015-11-25,MIL,SAC,,,
14096,2015-11-27,ORL,MIL,,3.5,
14097,2015-11-29,CHO,MIL,,6.5,
14098,2015-11-30,MIL,DEN,,,
14099,2015-12-02,SAS,MIL,,12.0,
14100,2015-12-04,DET,MIL,,6.0,
14101,2015-12-05,MIL,NYK,,,
14102,2015-12-07,MIL,POR,,,
14103,2015-12-09,MIL,LAC,,,
14104,2015-12-11,TOR,MIL,,7.5,
14105,2015-12-12,MIL,GSW,,,
14106,2015-12-15,LAL,MIL,,-3.5,
14107,2015-12-16,LAC,MIL,,11.0,
14108,2015-12-18,GSW,MIL,,19.0,
14109,2015-12-20,PHO,MIL,,7.5,
14110,2015-12-23,MIL,PHI,,,
14111,2015-12-26,MIL,TOR,,,
14112,2015-12-28,DAL,MIL,,5.5,
14113,2015-12-29,OKC,MIL,,13.5,
14114,2015-12-31,IND,MIL,,6.0,
14115,2016-01-02,MIN,MIL,,2.0,
14116,2016-01-04,MIL,SAS,,,
14117,2016-01-05,CHI,MIL,,8.5,
14118,2016-01-08,MIL,DAL,,,
14119,2016-01-10,NYK,MIL,,5.5,
14120,2016-01-12,MIL,CHI,,,
14121,2016-01-13,WAS,MIL,,5.5,
14122,2016-01-15,MIL,ATL,,,
14123,2016-01-16,CHO,MIL,,5.5,
14124,2016-01-19,MIA,MIL,,4.0,
14125,2016-01-22,HOU,MIL,,2.5,
14126,2016-01-23,NOP,MIL,,6.5,
14127,2016-01-26,MIL,ORL,,,
14128,2016-01-28,MEM,MIL,,5.5,
14129,2016-01-29,MIL,MIA,,,
14130,2016-02-01,SAC,MIL,,1.5,
14131,2016-02-02,POR,MIL,,7.0,
14132,2016-02-05,UTA,MIL,,7.0,
14133,2016-02-09,MIL,BOS,,,
14134,2016-02-11,MIL,WAS,,,
14135,2016-02-19,MIL,CHO,,,
14136,2016-02-20,ATL,MIL,,8.5,
14137,2016-02-22,MIL,LAL,,,
14138,2016-02-25,BOS,MIL,,7.5,
14139,2016-02-27,MIL,DET,,,
14140,2016-02-29,MIL,HOU,,,
14141,2016-03-02,MIL,IND,,,
14142,2016-03-04,MIL,MIN,,,
14143,2016-03-06,MIL,OKC,,,
14144,2016-03-07,CHI,MIL,,4.5,
14145,2016-03-09,MIL,MIA,,,
14146,2016-03-12,MIL,NOP,,,
14147,2016-03-13,BRK,MIL,,-1.5,
14148,2016-03-15,MIL,TOR,,,
14149,2016-03-17,MIL,MEM,,,
14150,2016-03-20,MIL,UTA,,,
14151,2016-03-21,DET,MIL,,7.0,
14152,2016-03-23,CLE,MIL,,11.0,
14153,2016-03-25,ATL,MIL,,9.0,
14154,2016-03-26,MIL,CHO,,,
14155,2016-03-30,MIL,PHO,,,
14156,2016-04-01,MIL,ORL,,,
14157,2016-04-03,MIL,CHI,,,
14158,2016-04-05,MIL,CLE,,,
14159,2016-04-08,BOS,MIL,,11.0,
14160,2016-04-10,PHI,MIL,,-4.5,
14161,2016-04-11,ORL,MIL,,2.5,
14162,2016-04-13,MIL,IND,,,
14163,2016-10-26,MIL,CHO,,,
14164,2016-10-29,MIL,BRK,,,
14165,2016-10-30,DET,MIL,,,
14166,2016-11-01,NOP,MIL,,3.5,
14167,2016-11-03,MIL,IND,,,
14168,2016-11-05,MIL,SAC,,,
14169,2016-11-06,DAL,MIL,,3.0,
14170,2016-11-10,MIL,NOP,,,
14171,2016-11-12,MIL,MEM,,,
14172,2016-11-16,ATL,MIL,,5.0,
14173,2016-11-17,MIA,MIL,,4.0,
14174,2016-11-19,MIL,GSW,,,
14175,2016-11-21,MIL,ORL,,,
14176,2016-11-25,MIL,TOR,,,
14177,2016-11-27,ORL,MIL,,2.0,
14178,2016-11-29,MIL,CLE,,,
