,Date,Home_Team,Away_Team,Spread_Result,Line,O/U_Result
653,2020-01-03,BOS,ATL,,,
654,2020-01-04,ATL,IND,,,
655,2020-01-06,ATL,DEN,,,
656,2020-01-08,ATL,HOU,,,
657,2020-01-10,WAS,ATL,,,
658,2020-01-12,BRK,ATL,,,
659,2020-01-14,ATL,PHO,,,
660,2020-01-17,SAS,ATL,,,
661,2020-01-18,ATL,DET,,,
662,2020-01-20,ATL,TOR,,,
663,2020-01-22,ATL,LAC,,,
664,2020-01-24,OKC,ATL,,,
665,2020-01-26,ATL,WAS,,,
666,2020-01-28,TOR,ATL,,,
667,2020-01-30,ATL,PHI,,,
668,2020-02-01,DAL,ATL,,,
669,2020-02-03,ATL,BOS,,,
670,2020-02-05,MIN,ATL,,,
671,2020-02-07,BOS,ATL,,,
672,2020-02-09,ATL,NYK,,,
673,2020-02-10,ORL,ATL,,,
674,2020-02-12,CLE,ATL,,,
675,2020-02-20,ATL,MIA,,,
676,2020-02-22,ATL,DAL,,,
677,2020-02-24,PHI,ATL,,,
678,2020-02-26,ATL,ORL,,,
679,2020-02-28,ATL,BRK,,,
680,2020-02-29,ATL,POR,,,
681,2020-03-02,ATL,MEM,,,
682,2020-03-06,WAS,ATL,,,
683,2020-03-07,MEM,ATL,,,
684,2020-03-09,ATL,CHO,,,
685,2020-03-11,ATL,NYK,,,
686,2020-12-23,CHI,ATL,,,
687,2020-12-26,MEM,ATL,,,
688,2020-12-28,ATL,DET,,,
689,2020-12-30,BRK,ATL,,,
690,2021-01-01,BRK,ATL,,,
691,2021-01-02,ATL,CLE,,,
692,2021-01-04,ATL,NYK,,,
693,2021-01-06,ATL,CHO,,,
694,2021-01-09,CHO,ATL,,,
695,2021-01-11,ATL,PHI,,,
696,2021-01-15,UTA,ATL,,,
697,2021-01-16,POR,ATL,,,
698,2021-01-18,ATL,MIN,,,
699,2021-01-20,ATL,DET,,,
700,2021-01-22,MIN,ATL,,,
701,2021-01-24,MIL,ATL,,,
702,2021-01-26,ATL,LAC,,,
703,2021-01-27,ATL,BRK,,,
704,2021-01-29,WAS,ATL,,,
705,2021-02-01,ATL,LAL,,,
706,2021-02-03,ATL,DAL,,,
707,2021-02-04,ATL,UTA,,,
708,2021-02-06,ATL,TOR,,,
709,2021-02-10,DAL,ATL,,,
710,2021-02-12,ATL,SAS,,,
711,2021-02-13,ATL,IND,,,
712,2021-02-15,NYK,ATL,,,
713,2021-02-17,BOS,ATL,,,
714,2021-02-19,BOS,ATL,,,
715,2021-02-21,ATL,DEN,,,
716,2021-02-23,CLE,ATL,,,
717,2021-02-24,ATL,BOS,,,
718,2021-02-26,OKC,ATL,,,
719,2021-02-28,MIA,ATL,,,
720,2021-03-02,MIA,ATL,,,
721,2021-03-03,ORL,ATL,,,
722,2021-03-11,TOR,ATL,,,
723,2021-03-13,ATL,SAC,,,
724,2021-03-14,ATL,CLE,,,
725,2021-03-16,HOU,ATL,,,
726,2021-03-18,ATL,OKC,,,
727,2021-03-20,LAL,ATL,,,
728,2021-03-22,LAC,ATL,,,
729,2021-03-24,SAC,ATL,,,
730,2021-03-26,GSW,ATL,,,
731,2021-03-28,DEN,ATL,,,
732,2021-03-30,PHO,ATL,,,
733,2021-04-01,SAS,ATL,,,
734,2021-04-02,NOP,ATL,,,
735,2021-04-04,ATL,GSW,,,
736,2021-04-06,ATL,NOP,,,
737,2021-04-07,ATL,MEM,,,
738,2021-04-09,ATL,CHI,,,
739,2021-04-11,CHO,ATL,,,
740,2021-04-13,TOR,ATL,,,
741,2021-04-15,ATL,MIL,,,
742,2021-04-18,ATL,IND,,,
743,2021-04-20,ATL,ORL,,,
744,2021-04-21,NYK,ATL,,,
745,2021-04-23,ATL,MIA,,,
746,2021-04-25,ATL,MIL,,,
747,2021-04-26,DET,ATL,,,
748,2021-04-28,PHI,ATL,,,
749,2021-04-30,PHI,ATL,,,
750,2021-05-01,ATL,CHI,,,
751,2021-05-03,ATL,POR,,,
752,2021-05-05,ATL,PHO,,,
753,2021-05-06,IND,ATL,,,
754,2021-05-10,ATL,WAS,,,
755,2021-05-12,ATL,WAS,,,
756,2021-05-13,ATL,ORL,,,
757,2021-05-16,ATL,HOU,,,
758,2021-05-23,NYK,ATL,,,
759,2021-05-26,NYK,ATL,,,
760,2021-05-28,ATL,NYK,,,
761,2021-05-30,ATL,NYK,,,
762,2021-06-02,NYK,ATL,,,
763,2021-06-06,PHI,ATL,,,
764,2021-06-08,PHI,ATL,,,
765,2021-06-11,ATL,PHI,,,
766,2021-06-14,ATL,PHI,,,
767,2021-06-16,PHI,ATL,,,
768,2021-06-18,ATL,PHI,,,
769,2021-06-20,PHI,ATL,,,
770,2021-06-23,MIL,ATL,,,
771,2021-06-25,MIL,ATL,,,
772,2021-06-27,ATL,MIL,,,
773,2021-06-29,ATL,MIL,,,
774,2021-07-01,MIL,ATL,,,
775,2021-07-03,ATL,MIL,,,
776,2021-10-21,ATL,DAL,,,
777,2021-10-23,CLE,ATL,,,
778,2021-10-25,ATL,DET,,,
779,2021-10-27,NOP,ATL,,,
780,2021-10-28,WAS,ATL,,,
781,2021-10-30,PHI,ATL,,,
782,2021-11-01,ATL,WAS,,,
783,2021-11-03,BRK,ATL,,,
784,2021-11-04,ATL,UTA,,,
785,2021-11-06,PHO,ATL,,,
786,2021-11-08,GSW,ATL,,,
787,2021-11-09,UTA,ATL,,,
788,2021-11-12,DEN,ATL,,,
789,2021-11-14,ATL,MIL,,,
790,2021-11-15,ATL,ORL,,,
791,2021-11-17,ATL,BOS,,,
792,2021-11-20,ATL,CHO,,,
793,2021-11-22,ATL,OKC,,,
794,2021-11-24,SAS,ATL,,,
795,2021-11-26,MEM,ATL,,,
796,2021-11-27,ATL,NYK,,,
797,2021-12-01,IND,ATL,,,
798,2021-12-03,ATL,PHI,,,
799,2021-12-05,ATL,CHO,,,
800,2021-12-06,MIN,ATL,,,
801,2021-12-10,ATL,BRK,,,
802,2021-12-13,ATL,HOU,,,
803,2021-12-15,ORL,ATL,,,
804,2021-12-17,ATL,DEN,,,
805,2021-12-22,ATL,ORL,,,
806,2021-12-23,PHI,ATL,,,
807,2021-12-25,NYK,ATL,,,
808,2021-12-27,ATL,CHI,,,
809,2021-12-29,CHI,ATL,,,
810,2021-12-31,CLE,ATL,,,
811,2022-01-03,POR,ATL,,,
812,2022-01-05,SAC,ATL,,,
813,2022-01-07,LAL,ATL,,,
814,2022-01-09,LAC,ATL,,,
815,2022-01-12,ATL,MIA,,,
816,2022-01-14,MIA,ATL,,,
817,2022-01-15,ATL,NYK,,,
818,2022-01-17,ATL,MIL,,,
819,2022-01-19,ATL,MIN,,,
820,2022-01-21,ATL,MIA,,,
821,2022-01-23,CHO,ATL,,,
822,2022-01-26,ATL,SAC,,,
823,2022-01-28,ATL,BOS,,,
824,2022-01-30,ATL,LAL,,,
825,2022-01-31,ATL,TOR,,,
826,2022-02-03,ATL,PHO,,,
827,2022-02-04,TOR,ATL,,,
828,2022-02-06,DAL,ATL,,,
829,2022-02-08,ATL,IND,,,
830,2022-02-11,ATL,SAS,,,
831,2022-02-13,BOS,ATL,,,
832,2022-02-15,ATL,CLE,,,
833,2022-02-16,ORL,ATL,,,
834,2022-02-24,CHI,ATL,,,
835,2022-02-26,ATL,TOR,,,
836,2022-03-01,BOS,ATL,,,
837,2022-03-03,ATL,CHI,,,
838,2022-03-04,WAS,ATL,,,
839,2022-03-07,DET,ATL,,,
840,2022-03-09,MIL,ATL,,,
841,2022-03-11,ATL,LAC,,,
842,2022-03-13,ATL,IND,,,
843,2022-03-14,ATL,POR,,,
844,2022-03-16,CHO,ATL,,,
845,2022-03-18,ATL,MEM,,,
846,2022-03-20,ATL,NOP,,,
847,2022-03-22,NYK,ATL,,,
848,2022-03-23,DET,ATL,,,
849,2022-03-25,ATL,GSW,,,
850,2022-03-28,IND,ATL,,,
851,2022-03-30,OKC,ATL,,,
852,2022-03-31,ATL,CLE,,,
853,2022-04-02,ATL,BRK,,,
854,2022-04-05,TOR,ATL,,,
855,2022-04-06,ATL,WAS,,,
856,2022-04-08,MIA,ATL,,,
857,2022-04-10,HOU,ATL,,,
858,2022-04-13,ATL,CHO,,,
859,2022-04-15,CLE,ATL,,,
860,2022-04-17,MIA,ATL,,,
861,2022-04-19,MIA,ATL,,,
862,2022-04-22,ATL,MIA,,,
863,2022-04-24,ATL,MIA,,,
864,2022-04-26,MIA,ATL,,,
865,2012-10-30,MIA,BOS,,,
866,2012-11-02,BOS,MIL,,,
867,2012-11-03,WAS,BOS,,-5.5,
868,2012-11-07,BOS,WAS,,,
869,2012-11-09,BOS,PHI,,,
870,2012-11-10,MIL,BOS,,-1.0,
871,2012-11-12,CHI,BOS,,2.5,
872,2012-11-14,BOS,UTA,,,
873,2012-11-15,BRK,BOS,,5.5,
874,2012-11-17,BOS,TOR,,,
875,2012-11-18,DET,BOS,,-4.0,
876,2012-11-21,BOS,SAS,,,
877,2012-11-23,BOS,OKC,,,
878,2012-11-25,ORL,BOS,,-5.0,
879,2012-11-28,BOS,BRK,,,
880,2012-11-30,BOS,POR,,,
881,2012-12-01,MIL,BOS,,2.5,
882,2012-12-05,BOS,MIN,,,
883,2012-12-07,PHI,BOS,,-2.0,
884,2012-12-08,BOS,PHI,,,
885,2012-12-12,BOS,DAL,,,
886,2012-12-14,HOU,BOS,,2.5,
887,2012-12-15,SAS,BOS,,9.0,
888,2012-12-18,CHI,BOS,,1.5,
889,2012-12-19,BOS,CLE,,,
890,2012-12-21,BOS,MIL,,,
891,2012-12-25,BRK,BOS,,2.5,
892,2012-12-27,LAC,BOS,,8.5,
893,2012-12-29,GSW,BOS,,4.5,
894,2012-12-30,SAC,BOS,,-2.5,
895,2013-01-02,BOS,MEM,,,
896,2013-01-04,BOS,IND,,,
897,2013-01-05,ATL,BOS,,5.5,
898,2013-01-07,NYK,BOS,,7.5,
899,2013-01-09,BOS,PHO,,,
900,2013-01-11,BOS,HOU,,,
901,2013-01-14,BOS,CHA,,,
902,2013-01-16,BOS,NOH,,,
903,2013-01-18,BOS,CHI,,,
904,2013-01-20,DET,BOS,,-2.0,
905,2013-01-22,CLE,BOS,,-5.0,
906,2013-01-24,BOS,NYK,,,
907,2013-01-25,ATL,BOS,,5.5,
908,2013-01-27,BOS,MIA,,,
909,2013-01-30,BOS,SAC,,,
910,2013-02-01,BOS,ORL,,,
911,2013-02-03,BOS,LAC,,,
912,2013-02-06,TOR,BOS,,3.5,
913,2013-02-07,BOS,LAL,,,
914,2013-02-10,BOS,DEN,,,
915,2013-02-11,CHA,BOS,,-4.5,
916,2013-02-13,BOS,CHI,,,
917,2013-02-19,DEN,BOS,,9.0,
918,2013-02-20,LAL,BOS,,7.0,
919,2013-02-22,PHO,BOS,,-1.5,
920,2013-02-24,POR,BOS,,2.0,
921,2013-02-25,UTA,BOS,,7.5,
922,2013-03-01,BOS,GSW,,,
923,2013-03-05,PHI,BOS,,-2.5,
924,2013-03-06,IND,BOS,,9.0,
925,2013-03-08,BOS,ATL,,,
926,2013-03-10,OKC,BOS,,11.0,
927,2013-03-12,CHA,BOS,,-10.0,
928,2013-03-13,BOS,TOR,,,
929,2013-03-16,BOS,CHA,,,
930,2013-03-18,BOS,MIA,,,
931,2013-03-20,NOH,BOS,,-4.5,
932,2013-03-22,DAL,BOS,,4.0,
933,2013-03-23,MEM,BOS,,7.0,
934,2013-03-26,BOS,NYK,,,
935,2013-03-27,CLE,BOS,,-2.5,
936,2013-03-29,BOS,ATL,,,
937,2013-03-31,NYK,BOS,,6.5,
938,2013-04-01,MIN,BOS,,5.5,
939,2013-04-03,BOS,DET,,,
940,2013-04-05,BOS,CLE,,,
941,2013-04-07,BOS,WAS,,,
942,2013-04-10,BOS,BRK,,,
943,2013-04-12,MIA,BOS,,11.5,
944,2013-04-13,ORL,BOS,,-4.5,
945,2013-04-17,TOR,BOS,,6.0,
946,2013-04-20,NYK,BOS,,7.5,
947,2013-04-23,NYK,BOS,,6.5,
948,2013-04-26,BOS,NYK,,,
949,2013-04-28,BOS,NYK,,,
950,2013-05-01,NYK,BOS,,9.0,
951,2013-05-03,BOS,NYK,,,
952,2013-10-30,TOR,BOS,,,
953,2013-11-01,BOS,MIL,,,
954,2013-11-03,DET,BOS,,9.0,
955,2013-11-04,MEM,BOS,,12.0,
956,2013-11-06,BOS,UTA,,,
957,2013-11-08,ORL,BOS,,5.5,
958,2013-11-09,MIA,BOS,,13.5,
959,2013-11-11,BOS,ORL,,,
960,2013-11-13,BOS,CHA,,,
961,2013-11-15,BOS,POR,,,
962,2013-11-16,MIN,BOS,,10.0,
963,2013-11-19,HOU,BOS,,10.5,
964,2013-11-20,SAS,BOS,,14.5,
965,2013-11-22,BOS,IND,,,
966,2013-11-23,ATL,BOS,,9.0,
967,2013-11-25,CHA,BOS,,3.5,
968,2013-11-27,BOS,MEM,,,
969,2013-11-29,BOS,CLE,,,
970,2013-11-30,MIL,BOS,,-2.5,
971,2013-12-03,BOS,MIL,,,
972,2013-12-06,BOS,DEN,,,
973,2013-12-08,NYK,BOS,,5.5,
974,2013-12-10,BRK,BOS,,2.0,
975,2013-12-11,BOS,LAC,,,
976,2013-12-13,BOS,NYK,,,
977,2013-12-16,BOS,MIN,,,
978,2013-12-18,BOS,DET,,,
979,2013-12-21,BOS,WAS,,,
980,2013-12-22,IND,BOS,,12.0,
981,2013-12-28,BOS,CLE,,,
982,2013-12-31,BOS,ATL,,,
983,2014-01-02,CHI,BOS,,5.0,
984,2014-01-03,BOS,NOP,,,
985,2014-01-05,OKC,BOS,,9.0,
986,2014-01-07,DEN,BOS,,7.5,
987,2014-01-08,LAC,BOS,,11.0,
988,2014-01-10,GSW,BOS,,12.0,
989,2014-01-11,POR,BOS,,12.0,
990,2014-01-13,BOS,HOU,,,
991,2014-01-15,BOS,TOR,,,
992,2014-01-17,BOS,LAL,,,
993,2014-01-19,ORL,BOS,,-3.0,
994,2014-01-21,MIA,BOS,,9.0,
995,2014-01-22,WAS,BOS,,10.0,
996,2014-01-24,BOS,OKC,,,
997,2014-01-26,BOS,BRK,,,
998,2014-01-28,NYK,BOS,,6.0,
999,2014-01-29,BOS,PHI,,,
1000,2014-02-02,BOS,ORL,,,
1001,2014-02-05,PHI,BOS,,-3.5,
1002,2014-02-07,BOS,SAC,,,
1003,2014-02-09,BOS,DAL,,,
1004,2014-02-10,MIL,BOS,,1.0,
1005,2014-02-12,BOS,SAS,,,
1006,2014-02-19,PHO,BOS,,5.5,
1007,2014-02-21,LAL,BOS,,1.0,
1008,2014-02-22,SAC,BOS,,8.5,
1009,2014-02-24,UTA,BOS,,4.5,
1010,2014-02-26,BOS,ATL,,,
1011,2014-03-01,BOS,IND,,,
1012,2014-03-05,BOS,GSW,,,
1013,2014-03-07,BOS,BRK,,,
1014,2014-03-09,BOS,DET,,,
1015,2014-03-11,IND,BOS,,12.0,
1016,2014-03-12,BOS,NYK,,,
1017,2014-03-14,BOS,PHO,,,
1018,2014-03-16,NOP,BOS,,5.5,
1019,2014-03-17,DAL,BOS,,11.5,
1020,2014-03-19,BOS,MIA,,,
1021,2014-03-21,BRK,BOS,,8.5,
1022,2014-03-26,BOS,TOR,,,
1023,2014-03-28,TOR,BOS,,9.5,
1024,2014-03-30,BOS,CHI,,,
1025,2014-03-31,CHI,BOS,,9.5,
1026,2014-04-02,WAS,BOS,,8.5,
1027,2014-04-04,BOS,PHI,,,
1028,2014-04-05,DET,BOS,,6.5,
1029,2014-04-09,ATL,BOS,,7.0,
1030,2014-04-11,BOS,CHA,,,
1031,2014-04-12,CLE,BOS,,9.0,
1032,2014-04-14,PHI,BOS,,-2.5,
1033,2014-04-16,BOS,WAS,,,
1034,2014-10-29,BOS,BRK,,,
1035,2014-11-01,HOU,BOS,,7.0,
1036,2014-11-03,DAL,BOS,,9.5,
1037,2014-11-05,BOS,TOR,,,
1038,2014-11-07,BOS,IND,,,
1039,2014-11-08,CHI,BOS,,9.5,
1040,2014-11-12,BOS,OKC,,,
1041,2014-11-14,BOS,CLE,,,
1042,2014-11-17,BOS,PHO,,,
1043,2014-11-19,PHI,BOS,,-6.5,
1044,2014-11-21,MEM,BOS,,6.5,
1045,2014-11-23,BOS,POR,,,
1046,2014-11-28,BOS,CHI,,,
1047,2014-11-30,BOS,SAS,,,
1048,2014-12-02,ATL,BOS,,7.0,
1049,2014-12-03,BOS,DET,,,
1050,2014-12-05,BOS,LAL,,,
1051,2014-12-07,BOS,WAS,,,
1052,2014-12-08,WAS,BOS,,8.5,
1053,2014-12-10,CHO,BOS,,3.0,
1054,2014-12-12,BOS,NYK,,,
1055,2014-12-15,PHI,BOS,,-5.0,
1056,2014-12-17,BOS,ORL,,,
1057,2014-12-19,BOS,MIN,,,
1058,2014-12-21,MIA,BOS,,-3.5,
1059,2014-12-23,ORL,BOS,,2.0,
1060,2014-12-26,BOS,BRK,,,
1061,2014-12-27,WAS,BOS,,9.5,
1062,2014-12-31,BOS,SAC,,,
1063,2015-01-02,BOS,DAL,,,
1064,2015-01-03,CHI,BOS,,10.0,
1065,2015-01-05,BOS,CHO,,,
1066,2015-01-07,BRK,BOS,,5.0,
1067,2015-01-09,IND,BOS,,6.0,
1068,2015-01-10,TOR,BOS,,11.5,
1069,2015-01-12,BOS,NOP,,,
1070,2015-01-14,BOS,ATL,,,
1071,2015-01-16,BOS,CHI,,,
1072,2015-01-19,LAC,BOS,,12.0,
1073,2015-01-22,POR,BOS,,7.0,
1074,2015-01-23,DEN,BOS,,6.5,
1075,2015-01-25,GSW,BOS,,18.0,
1076,2015-01-26,UTA,BOS,,7.5,
1077,2015-01-28,MIN,BOS,,-4.0,
1078,2015-01-30,BOS,HOU,,,
1079,2015-02-01,BOS,MIA,,,
1080,2015-02-03,NYK,BOS,,-1.0,
1081,2015-02-04,BOS,DEN,,,
1082,2015-02-06,BOS,PHI,,,
1083,2015-02-07,MIL,BOS,,6.0,
1084,2015-02-11,BOS,ATL,,,
1085,2015-02-20,SAC,BOS,,4.0,
1086,2015-02-22,LAL,BOS,,-3.0,
1087,2015-02-23,PHO,BOS,,8.0,
1088,2015-02-25,BOS,NYK,,,
1089,2015-02-27,BOS,CHO,,,
1090,2015-03-01,BOS,GSW,,,
1091,2015-03-03,CLE,BOS,,11.0,
1092,2015-03-04,BOS,UTA,,,
1093,2015-03-06,NOP,BOS,,7.0,
1094,2015-03-08,ORL,BOS,,-2.5,
1095,2015-03-09,MIA,BOS,,2.5,
1096,2015-03-11,BOS,MEM,,,
1097,2015-03-13,BOS,ORL,,,
1098,2015-03-14,IND,BOS,,8.5,
1099,2015-03-16,BOS,PHI,,,
1100,2015-03-18,OKC,BOS,,6.5,
1101,2015-03-20,SAS,BOS,,9.0,
1102,2015-03-22,BOS,DET,,,
1103,2015-03-23,BRK,BOS,,5.0,
1104,2015-03-25,BOS,MIA,,,
1105,2015-03-27,NYK,BOS,,-11.0,
1106,2015-03-29,BOS,LAC,,,
1107,2015-03-30,CHO,BOS,,3.0,
1108,2015-04-01,BOS,IND,,,
1109,2015-04-03,BOS,MIL,,,
1110,2015-04-04,TOR,BOS,,2.0,
1111,2015-04-08,DET,BOS,,-2.0,
1112,2015-04-10,CLE,BOS,,6.0,
1113,2015-04-12,BOS,CLE,,,
1114,2015-04-14,BOS,TOR,,,
1115,2015-04-15,MIL,BOS,,5.5,
1116,2015-04-19,CLE,BOS,,11.5,
1117,2015-04-21,CLE,BOS,,11.0,
1118,2015-04-23,BOS,CLE,,,
1119,2015-04-26,BOS,CLE,,,
1120,2015-10-28,BOS,PHI,,,
1121,2015-10-30,BOS,TOR,,,
1122,2015-11-01,BOS,SAS,,,
1123,2015-11-04,IND,BOS,,-2.0,
1124,2015-11-06,BOS,WAS,,,
1125,2015-11-10,MIL,BOS,,-2.0,
1126,2015-11-11,BOS,IND,,,
1127,2015-11-13,BOS,ATL,,,
1128,2015-11-15,OKC,BOS,,5.0,
1129,2015-11-16,HOU,BOS,,4.5,
1130,2015-11-18,BOS,DAL,,,
1131,2015-11-20,BOS,BRK,,,
1132,2015-11-22,BRK,BOS,,-5.5,
1133,2015-11-24,ATL,BOS,,2.5,
1134,2015-11-25,BOS,PHI,,,
1135,2015-11-27,BOS,WAS,,,
1136,2015-11-29,ORL,BOS,,-2.0,
1137,2015-11-30,MIA,BOS,,4.0,
1138,2015-12-03,SAC,BOS,,-2.5,
1139,2015-12-05,SAS,BOS,,8.5,
1140,2015-12-07,NOP,BOS,,-1.0,
1141,2015-12-09,BOS,CHI,,,
1142,2015-12-11,BOS,GSW,,,
1143,2015-12-12,CHO,BOS,,3.0,
1144,2015-12-15,BOS,CLE,,,
1145,2015-12-16,DET,BOS,,2.5,
1146,2015-12-18,BOS,ATL,,,
1147,2015-12-21,BOS,MIN,,,
1148,2015-12-23,CHO,BOS,,2.0,
1149,2015-12-26,DET,BOS,,-1.5,
1150,2015-12-27,BOS,NYK,,,
1151,2015-12-30,BOS,LAL,,,
1152,2016-01-02,BOS,BRK,,,
1153,2016-01-04,BRK,BOS,,-7.5,
1154,2016-01-06,BOS,DET,,,
1155,2016-01-07,CHI,BOS,,6.5,
1156,2016-01-10,MEM,BOS,,-3.0,
1157,2016-01-12,NYK,BOS,,-1.5,
1158,2016-01-13,BOS,IND,,,
1159,2016-01-15,BOS,PHO,,,
1160,2016-01-16,WAS,BOS,,-1.5,
1161,2016-01-18,DAL,BOS,,-2.0,
1162,2016-01-20,TOR,BOS,,3.5,
1163,2016-01-22,BOS,CHI,,,
1164,2016-01-24,PHI,BOS,,-7.5,
1165,2016-01-25,WAS,BOS,,3.0,
1166,2016-01-27,BOS,DEN,,,
1167,2016-01-29,BOS,ORL,,,
1168,2016-01-31,ORL,BOS,,-4.5,
1169,2016-02-02,NYK,BOS,,-4.5,
1170,2016-02-03,BOS,DET,,,
1171,2016-02-05,CLE,BOS,,7.0,
1172,2016-02-07,BOS,SAC,,,
1173,2016-02-09,MIL,BOS,,-4.0,
1174,2016-02-10,BOS,LAC,,,
1175,2016-02-19,UTA,BOS,,1.0,
1176,2016-02-21,DEN,BOS,,-2.5,
1177,2016-02-22,MIN,BOS,,-3.5,
1178,2016-02-25,BOS,MIL,,,
1179,2016-02-27,BOS,MIA,,,
1180,2016-02-29,BOS,UTA,,,
1181,2016-03-02,BOS,POR,,,
1182,2016-03-04,BOS,NYK,,,
1183,2016-03-05,CLE,BOS,,8.0,
1184,2016-03-09,BOS,MEM,,,
1185,2016-03-11,BOS,HOU,,,
1186,2016-03-15,IND,BOS,,2.5,
1187,2016-03-16,BOS,OKC,,,
1188,2016-03-18,TOR,BOS,,2.0,
1189,2016-03-20,PHI,BOS,,-11.5,
1190,2016-03-21,BOS,ORL,,,
1191,2016-03-23,BOS,TOR,,,
1192,2016-03-26,PHO,BOS,,-9.0,
1193,2016-03-28,LAC,BOS,,4.0,
1194,2016-03-31,POR,BOS,,2.5,
1195,2016-04-01,GSW,BOS,,11.5,
1196,2016-04-03,LAL,BOS,,-9.5,
1197,2016-04-06,BOS,NOP,,,
1198,2016-04-08,BOS,MIL,,,
1199,2016-04-09,ATL,BOS,,5.5,
1200,2016-04-11,BOS,CHO,,,
1201,2016-04-13,BOS,MIA,,,
1202,2016-04-16,ATL,BOS,,5.5,
1203,2016-04-19,ATL,BOS,,6.0,
1204,2016-04-22,BOS,ATL,,,
1205,2016-04-24,BOS,ATL,,,
1206,2016-04-26,ATL,BOS,,7.5,
1207,2016-04-28,BOS,ATL,,,
1208,2016-10-26,BOS,BRK,,,
1209,2016-10-27,CHI,BOS,,,
1210,2016-10-29,CHO,BOS,,,
1211,2016-11-02,BOS,CHI,,,
1212,2016-11-03,CLE,BOS,,10.5,
1213,2016-11-06,BOS,DEN,,,
1214,2016-11-09,WAS,BOS,,1.5,
1215,2016-11-11,BOS,NYK,,,
1216,2016-11-12,IND,BOS,,-1.5,
1217,2016-11-14,NOP,BOS,,-3.5,
1218,2016-11-16,BOS,DAL,,,
1219,2016-11-18,BOS,GSW,,,
1220,2016-11-19,DET,BOS,,2.0,
1221,2016-11-21,MIN,BOS,,-1.5,
1222,2016-11-23,BRK,BOS,,-7.0,
1223,2016-11-25,BOS,SAS,,,
1224,2016-11-28,MIA,BOS,,-4.0,
1225,2016-11-30,BOS,DET,,,
1226,2016-12-02,BOS,SAC,,,
1227,2016-12-03,PHI,BOS,,-10.0,
1228,2016-12-05,HOU,BOS,,5.5,
1229,2016-12-07,ORL,BOS,,-1.0,
1230,2016-12-09,BOS,TOR,,,
1231,2016-12-11,OKC,BOS,,3.0,
1232,2016-12-14,SAS,BOS,,6.0,
1233,2016-12-16,BOS,CHO,,,
1234,2016-12-18,MIA,BOS,,-4.0,
1235,2016-12-20,MEM,BOS,,-1.5,
1236,2016-12-22,IND,BOS,,-1.0,
1237,2016-12-23,BOS,OKC,,,
1238,2016-12-25,NYK,BOS,,-2.0,
1239,2016-12-27,BOS,MEM,,,
1240,2016-12-29,CLE,BOS,,6.5,
1241,2016-12-30,BOS,MIA,,,
1242,2017-01-03,BOS,UTA,,,
1243,2017-01-06,BOS,PHI,,,
1244,2017-01-07,BOS,NOP,,,
1245,2017-01-10,TOR,BOS,,5.5,
1246,2017-01-11,BOS,WAS,,,
1247,2017-01-13,ATL,BOS,,3.5,
1248,2017-01-16,BOS,CHO,,,
1249,2017-01-18,BOS,NYK,,,
1250,2017-01-21,BOS,POR,,,
1251,2017-01-24,WAS,BOS,,1.0,
1252,2017-01-25,BOS,HOU,,,
1253,2017-01-27,BOS,ORL,,,
1254,2017-01-28,MIL,BOS,,2.5,
1255,2017-01-30,BOS,DET,,,
1256,2017-02-01,BOS,TOR,,,
1257,2017-02-03,BOS,LAL,,,
1258,2017-02-05,BOS,LAC,,,
1259,2017-02-08,SAC,BOS,,-8.5,
1260,2017-02-09,POR,BOS,,3.0,
1261,2017-02-11,UTA,BOS,,6.5,
1262,2017-02-13,DAL,BOS,,-2.0,
1263,2017-02-15,BOS,PHI,,,
1264,2017-02-16,CHI,BOS,,-1.0,
1265,2017-02-24,TOR,BOS,,2.0,
1266,2017-02-26,DET,BOS,,-2.0,
1267,2017-02-27,BOS,ATL,,,
1268,2017-03-01,BOS,CLE,,,
1269,2017-03-03,LAL,BOS,,-7.0,
1270,2017-03-05,PHO,BOS,,-4.0,
1271,2017-03-06,LAC,BOS,,7.0,
1272,2017-03-08,GSW,BOS,,7.5,
1273,2017-03-10,DEN,BOS,,-2.5,
1274,2017-03-12,BOS,CHI,,,
1275,2017-03-15,BOS,MIN,,,
1276,2017-03-17,BRK,BOS,,-8.5,
1277,2017-03-19,PHI,BOS,,-5.0,
1278,2017-03-20,BOS,WAS,,,
1279,2017-03-22,BOS,IND,,,
1280,2017-03-24,BOS,PHO,,,
1281,2017-03-26,BOS,MIA,,,
1282,2017-03-29,BOS,MIL,,,
1283,2017-03-31,BOS,ORL,,,
1284,2017-04-02,NYK,BOS,,-7.5,
1285,2017-04-05,BOS,CLE,,,
1286,2017-04-06,ATL,BOS,,-1.0,
1287,2017-04-08,CHO,BOS,,1.5,
1288,2017-04-10,BOS,BRK,,,
1289,2017-04-12,BOS,MIL,,,
1290,2017-04-16,BOS,CHI,,,
1291,2017-04-18,BOS,CHI,,,
1292,2017-04-21,CHI,BOS,,-2.5,
1293,2017-04-23,CHI,BOS,,-1.5,
1294,2017-04-26,BOS,CHI,,,
1295,2017-04-28,CHI,BOS,,-3.0,
1296,2017-04-30,BOS,WAS,,,
1297,2017-05-02,BOS,WAS,,,
1298,2017-05-04,WAS,BOS,,5.5,
1299,2017-05-07,WAS,BOS,,5.0,
1300,2017-05-10,BOS,WAS,,,
1301,2017-05-12,WAS,BOS,,5.0,
1302,2017-05-15,BOS,WAS,,,
