,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,index,Unnamed: 0.1.1,home,fg_r,fga_r,3p_r,3pa_r,3p_max_r,ft_r,fta_r,orb_r,drb_r,ast_r,stl_r,blk_r,tov_r,o_fg_r,o_fga_r,o_3p_r,o_3pa_r,o_3p_max_r,o_ft_r,o_fta_r,o_orb_r,o_drb_r,o_ast_r,o_stl_r,o_blk_r,o_tov_r,fg_opp_r,fga_opp_r,3p_opp_r,3pa_opp_r,3p_max_opp_r,ft_opp_r,fta_opp_r,orb_opp_r,drb_opp_r,ast_opp_r,stl_opp_r,blk_opp_r,tov_opp_r,o_fg_opp_r,o_fga_opp_r,o_3p_opp_r,o_3pa_opp_r,o_3p_max_opp_r,o_ft_opp_r,o_fta_opp_r,o_orb_opp_r,o_drb_opp_r,o_ast_opp_r,o_stl_opp_r,o_blk_opp_r,o_tov_opp_r,team,team_opp,date,PointDifference,Line,Covered,points,points_opp,O/U_Result,O/U_Line,Covered_O/U
180,180,180,180,180,1432,0,43.3,88.0,11.7,30.3,3.7,16.7,20.7,9.0,25.7,26.7,8.3,3.3,14.7,44.0,90.7,11.7,36.7,3.3,19.3,24.0,13.3,29.3,26.7,9.3,6.0,13.0,38.3,82.3,9.3,30.3,2.3,13.7,18.7,8.7,36.0,19.3,7.0,6.3,17.0,44.0,99.3,12.0,36.7,3.7,12.7,15.0,15.7,32.7,25.0,9.0,5.0,9.3,NOP,LAC,2022-10-30,-21,2.0,1.0,112,91,203,225.5,0.0
181,181,181,181,181,1036,1,39.3,90.3,7.7,30.7,2.7,15.3,21.0,9.7,37.7,23.7,8.3,6.0,16.3,40.0,91.7,10.7,33.7,4.3,18.3,24.0,12.0,39.7,26.7,10.3,6.0,13.3,42.0,89.3,12.7,34.0,5.0,15.7,23.0,12.0,38.0,26.7,6.0,3.3,10.3,42.0,88.0,11.3,34.7,4.3,16.3,22.0,8.0,35.3,24.0,6.0,6.0,10.3,LAL,DEN,2022-10-30,-11,2.5,1.0,121,110,231,228.5,1.0
182,182,182,182,182,719,0,43.7,94.3,13.7,41.7,5.0,12.7,16.0,12.0,34.3,29.7,6.3,5.0,14.0,43.0,94.0,12.0,34.3,3.7,23.3,29.0,12.3,32.3,29.3,8.7,3.7,11.7,38.3,88.3,9.7,30.7,4.3,21.7,28.3,11.7,29.3,17.7,4.0,3.7,12.0,48.0,91.0,10.0,28.0,3.3,18.7,23.0,9.7,36.3,26.3,6.0,9.0,9.7,GSW,DET,2022-10-30,14,-7.0,0.0,114,128,242,230.5,1.0
183,183,183,183,183,481,1,40.0,86.0,13.3,39.7,3.7,23.7,31.0,10.0,31.0,20.0,8.0,4.7,14.7,43.7,86.0,9.7,29.0,4.0,21.3,26.3,8.7,30.7,23.3,8.7,5.0,14.0,37.7,84.0,7.7,32.0,2.3,19.3,24.7,9.3,34.7,20.3,6.7,5.0,13.3,37.3,88.7,10.7,36.0,3.3,18.3,26.3,13.3,33.3,23.3,5.3,3.3,13.0,DAL,ORL,2022-10-30,-9,-9.0,0.5,114,105,219,212.0,1.0
184,184,184,184,184,1671,0,37.7,84.0,7.7,32.0,2.3,19.3,24.7,9.3,34.7,20.3,6.7,5.0,13.3,37.3,88.7,10.7,36.0,3.3,18.3,26.3,13.3,33.3,23.3,5.3,3.3,13.0,40.0,86.0,13.3,39.7,3.7,23.7,31.0,10.0,31.0,20.0,8.0,4.7,14.7,43.7,86.0,9.7,29.0,4.0,21.3,26.3,8.7,30.7,23.3,8.7,5.0,14.0,ORL,DAL,2022-10-30,9,9.0,0.5,105,114,219,212.0,1.0
185,185,185,185,185,401,1,40.7,90.0,13.0,33.7,5.0,23.0,29.7,12.3,32.0,20.7,7.0,3.3,13.3,40.0,83.3,10.3,28.3,3.3,17.0,22.7,6.3,31.0,24.0,8.0,4.0,17.7,44.0,94.3,11.3,34.0,3.0,19.7,26.3,14.3,35.7,23.0,6.0,6.3,13.7,42.3,98.0,11.0,37.0,3.3,21.7,28.0,13.7,34.0,22.7,7.7,5.7,11.0,CLE,NYK,2022-10-30,-13,-3.5,1.0,121,108,229,220.0,1.0
186,186,186,186,186,1511,0,44.0,94.3,11.3,34.0,3.0,19.7,26.3,14.3,35.7,23.0,6.0,6.3,13.7,42.3,98.0,11.0,37.0,3.3,21.7,28.0,13.7,34.0,22.7,7.7,5.7,11.0,40.7,90.0,13.0,33.7,5.0,23.0,29.7,12.3,32.0,20.7,7.0,3.3,13.3,40.0,83.3,10.3,28.3,3.3,17.0,22.7,6.3,31.0,24.0,8.0,4.0,17.7,NYK,CLE,2022-10-30,13,3.5,0.0,108,121,229,220.0,1.0
187,187,187,187,187,84,1,40.3,89.7,16.7,42.7,4.0,19.7,24.0,8.7,30.0,26.0,6.3,5.0,12.3,44.0,89.7,13.7,30.0,5.0,22.3,28.7,11.7,38.3,22.7,4.7,5.0,12.3,42.7,86.0,11.3,30.3,3.7,18.0,23.0,7.3,32.7,25.3,7.0,4.7,14.0,39.3,88.3,12.0,30.0,4.7,23.7,27.7,10.7,32.7,20.3,6.7,4.3,13.0,BOS,WAS,2022-10-30,-18,-9.0,1.0,112,94,206,221.5,0.0
188,188,188,188,188,2302,0,42.7,86.0,11.3,30.3,3.7,18.0,23.0,7.3,32.7,25.3,7.0,4.7,14.0,39.3,88.3,12.0,30.0,4.7,23.7,27.7,10.7,32.7,20.3,6.7,4.3,13.0,40.3,89.7,16.7,42.7,4.0,19.7,24.0,8.7,30.0,26.0,6.3,5.0,12.3,44.0,89.7,13.7,30.0,5.0,22.3,28.7,11.7,38.3,22.7,4.7,5.0,12.3,WAS,BOS,2022-10-30,18,9.0,0.0,94,112,206,221.5,0.0
189,189,189,189,189,640,1,38.3,88.3,9.7,30.7,4.3,21.7,28.3,11.7,29.3,17.7,4.0,3.7,12.0,48.0,91.0,10.0,28.0,3.3,18.7,23.0,9.7,36.3,26.3,6.0,9.0,9.7,43.7,94.3,13.7,41.7,5.0,12.7,16.0,12.0,34.3,29.7,6.3,5.0,14.0,43.0,94.0,12.0,34.3,3.7,23.3,29.0,12.3,32.3,29.3,8.7,3.7,11.7,DET,GSW,2022-10-30,-14,7.0,1.0,128,114,242,230.5,1.0
190,190,190,190,190,2303,1,41.0,89.7,9.7,31.7,3.0,18.7,23.3,11.0,34.3,24.3,5.7,5.3,10.7,37.7,82.7,14.7,34.7,4.7,22.7,26.0,6.7,36.3,23.7,4.7,4.3,13.0,40.7,80.0,15.3,34.3,5.3,15.0,19.0,6.3,32.3,27.3,8.3,4.7,14.3,38.3,83.3,12.0,35.7,4.3,17.3,22.3,10.0,31.3,24.7,8.3,4.3,14.7,WAS,PHI,2022-10-31,7,4.0,0.0,111,118,229,216.5,1.0
191,191,191,191,191,1751,0,40.7,80.0,15.3,34.3,5.3,15.0,19.0,6.3,32.3,27.3,8.3,4.7,14.3,38.3,83.3,12.0,35.7,4.3,17.3,22.3,10.0,31.3,24.7,8.3,4.3,14.7,41.0,89.7,9.7,31.7,3.0,18.7,23.3,11.0,34.3,24.3,5.7,5.3,10.7,37.7,82.7,14.7,34.7,4.7,22.7,26.0,6.7,36.3,23.7,4.7,4.3,13.0,PHI,WAS,2022-10-31,-7,-4.0,1.0,118,111,229,216.5,1.0
192,192,192,192,192,1116,0,48.7,91.3,14.0,31.3,6.0,16.0,21.3,11.0,29.3,24.0,7.7,3.7,13.3,44.0,85.7,13.3,37.0,3.0,18.0,22.7,9.3,27.0,28.3,5.7,5.0,14.3,40.3,89.3,14.0,42.7,4.3,16.7,23.0,9.7,32.0,27.3,8.7,6.3,14.3,41.7,89.0,13.3,34.7,4.7,17.0,24.3,13.7,35.3,20.3,6.7,3.7,17.0,MEM,UTA,2022-10-31,16,-2.5,0.0,105,121,226,231.5,0.0
193,193,193,193,193,2145,1,37.7,85.3,13.0,36.0,4.0,14.0,19.3,10.3,35.0,24.7,8.0,5.3,12.7,37.3,81.3,13.3,36.0,5.3,15.7,19.0,6.3,34.0,24.3,7.3,3.7,12.7,48.3,94.0,11.0,26.7,3.7,15.3,19.3,10.7,33.7,24.0,5.3,7.3,10.0,41.3,89.7,11.7,33.3,4.7,21.7,29.7,12.7,31.0,21.7,4.7,5.0,11.3,TOR,ATL,2022-10-31,-30,-3.0,1.0,139,109,248,223.0,1.0
194,194,194,194,194,6,0,48.3,94.0,11.0,26.7,3.7,15.3,19.3,10.7,33.7,24.0,5.3,7.3,10.0,41.3,89.7,11.7,33.3,4.7,21.7,29.7,12.7,31.0,21.7,4.7,5.0,11.3,37.7,85.3,13.0,36.0,4.0,14.0,19.3,10.3,35.0,24.7,8.0,5.3,12.7,37.3,81.3,13.3,36.0,5.3,15.7,19.0,6.3,34.0,24.3,7.3,3.7,12.7,ATL,TOR,2022-10-31,30,3.0,0.0,109,139,248,223.0,1.0
195,195,195,195,195,1273,1,42.0,96.3,12.3,39.0,4.0,21.0,28.3,15.7,38.7,22.7,8.0,8.3,11.7,38.7,91.0,10.7,30.3,4.0,19.3,25.7,10.7,33.7,20.3,6.0,4.3,12.7,39.7,86.7,11.7,32.3,4.3,26.7,32.7,12.0,31.0,21.7,3.3,4.3,12.7,46.3,93.3,10.7,30.0,3.7,19.3,22.7,11.0,33.3,25.3,6.3,8.0,10.7,MIL,DET,2022-10-31,-2,-13.0,0.0,110,108,218,225.5,0.0
196,196,196,196,196,2225,1,40.3,89.3,14.0,42.7,4.3,16.7,23.0,9.7,32.0,27.3,8.7,6.3,14.3,41.7,89.0,13.3,34.7,4.7,17.0,24.3,13.7,35.3,20.3,6.7,3.7,17.0,48.7,91.3,14.0,31.3,6.0,16.0,21.3,11.0,29.3,24.0,7.7,3.7,13.3,44.0,85.7,13.3,37.0,3.0,18.0,22.7,9.3,27.0,28.3,5.7,5.0,14.3,UTA,MEM,2022-10-31,-16,2.5,1.0,121,105,226,231.5,0.0
197,197,197,197,197,958,1,38.3,83.7,10.0,32.7,2.7,11.7,16.3,8.3,35.0,22.0,4.7,8.3,17.0,45.0,99.3,12.0,34.7,3.3,10.7,13.7,15.3,33.3,26.0,10.3,4.3,8.7,38.0,91.7,12.0,37.3,3.0,19.0,23.7,14.7,31.0,20.0,8.0,3.0,16.3,43.7,88.0,12.7,40.0,5.7,19.3,26.7,10.7,34.0,29.0,9.7,6.3,13.7,LAC,HOU,2022-10-31,-2,-8.5,0.0,95,93,188,225.5,0.0
198,198,198,198,198,800,0,38.0,91.7,12.0,37.3,3.0,19.0,23.7,14.7,31.0,20.0,8.0,3.0,16.3,43.7,88.0,12.7,40.0,5.7,19.3,26.7,10.7,34.0,29.0,9.7,6.3,13.7,38.3,83.7,10.0,32.7,2.7,11.7,16.3,8.3,35.0,22.0,4.7,8.3,17.0,45.0,99.3,12.0,34.7,3.3,10.7,13.7,15.3,33.3,26.0,10.3,4.3,8.7,HOU,LAC,2022-10-31,2,8.5,1.0,93,95,188,225.5,0.0
199,199,199,199,199,322,1,41.7,95.7,11.3,33.3,3.3,20.0,28.3,11.3,36.7,28.0,4.7,3.7,13.0,46.0,94.0,11.3,37.0,3.0,16.7,21.3,9.0,38.7,28.3,7.0,7.3,12.7,43.0,86.3,12.3,37.3,4.7,19.7,25.3,9.3,35.3,28.7,5.3,3.3,16.3,44.0,89.3,13.0,31.3,6.0,21.7,28.3,8.7,29.3,23.0,6.3,3.7,11.0,CHA,SAC,2022-10-31,7,3.0,0.0,108,115,223,231.5,0.0
200,200,200,200,200,1986,0,43.0,86.3,12.3,37.3,4.7,19.7,25.3,9.3,35.3,28.7,5.3,3.3,16.3,44.0,89.3,13.0,31.3,6.0,21.7,28.3,8.7,29.3,23.0,6.3,3.7,11.0,41.7,95.7,11.3,33.3,3.3,20.0,28.3,11.3,36.7,28.0,4.7,3.7,13.0,46.0,94.0,11.3,37.0,3.0,16.7,21.3,9.0,38.7,28.3,7.0,7.3,12.7,SAC,CHA,2022-10-31,-7,-3.0,1.0,115,108,223,231.5,0.0
201,201,201,201,201,164,1,39.3,87.0,11.0,33.7,4.7,23.7,28.7,8.7,30.0,24.0,7.7,7.0,12.0,40.0,87.7,17.7,40.7,4.3,23.7,30.0,12.7,35.3,25.7,7.7,5.7,15.0,39.3,87.0,18.0,38.3,6.0,23.7,27.7,9.3,34.7,30.7,5.3,6.7,13.0,41.7,85.0,14.0,33.0,4.7,21.7,26.0,8.0,30.7,29.3,7.0,5.7,13.0,BKN,IND,2022-10-31,-7,-7.5,0.0,116,109,225,235.0,0.0
202,202,202,202,202,880,0,39.3,87.0,18.0,38.3,6.0,23.7,27.7,9.3,34.7,30.7,5.3,6.7,13.0,41.7,85.0,14.0,33.0,4.7,21.7,26.0,8.0,30.7,29.3,7.0,5.7,13.0,39.3,87.0,11.0,33.7,4.7,23.7,28.7,8.7,30.0,24.0,7.7,7.0,12.0,40.0,87.7,17.7,40.7,4.3,23.7,30.0,12.7,35.3,25.7,7.7,5.7,15.0,IND,BKN,2022-10-31,7,7.5,1.0,109,116,225,235.0,0.0
203,203,203,203,203,641,0,39.7,86.7,11.7,32.3,4.3,26.7,32.7,12.0,31.0,21.7,3.3,4.3,12.7,46.3,93.3,10.7,30.0,3.7,19.3,22.7,11.0,33.3,25.3,6.3,8.0,10.7,42.0,96.3,12.3,39.0,4.0,21.0,28.3,15.7,38.7,22.7,8.0,8.3,11.7,38.7,91.0,10.7,30.3,4.0,19.3,25.7,10.7,33.7,20.3,6.0,4.3,12.7,DET,MIL,2022-10-31,2,13.0,1.0,108,110,218,225.5,0.0
204,204,204,204,204,1829,1,46.7,89.3,11.3,34.0,4.0,22.7,28.0,12.7,31.0,31.0,8.0,6.3,12.0,39.0,88.0,12.0,35.3,3.3,18.3,21.7,12.0,28.7,23.7,8.0,3.0,13.7,44.3,92.7,12.3,34.3,3.7,13.3,20.0,10.0,31.3,28.3,11.0,7.0,12.3,38.7,90.0,13.7,35.0,5.3,19.3,24.7,13.3,36.0,27.0,6.7,4.7,19.0,PHX,MIN,2022-11-01,-9,-4.0,1.0,116,107,223,228.0,0.0
205,205,205,205,205,1354,0,44.3,92.7,12.3,34.3,3.7,13.3,20.0,10.0,31.3,28.3,11.0,7.0,12.3,38.7,90.0,13.7,35.0,5.3,19.3,24.7,13.3,36.0,27.0,6.7,4.7,19.0,46.7,89.3,11.3,34.0,4.0,22.7,28.0,12.7,31.0,31.0,8.0,6.3,12.0,39.0,88.0,12.0,35.3,3.3,18.3,21.7,12.0,28.7,23.7,8.0,3.0,13.7,MIN,PHX,2022-11-01,9,4.0,0.0,107,116,223,228.0,0.0
206,206,206,206,206,1672,0,38.0,82.3,9.0,30.0,2.7,18.3,24.7,8.7,37.3,22.3,5.3,5.3,13.3,36.7,85.3,10.7,35.3,3.3,19.3,27.3,9.0,33.3,20.3,6.3,2.7,10.0,44.3,98.0,8.7,31.0,3.0,17.0,21.3,14.3,33.3,23.7,10.3,6.0,10.3,39.0,86.7,9.0,33.0,2.7,18.0,23.3,9.7,37.0,19.7,6.3,8.0,17.7,ORL,OKC,2022-11-01,8,3.0,0.0,108,116,224,216.0,1.0
207,207,207,207,207,1591,1,44.3,98.0,8.7,31.0,3.0,17.0,21.3,14.3,33.3,23.7,10.3,6.0,10.3,39.0,86.7,9.0,33.0,2.7,18.0,23.3,9.7,37.0,19.7,6.3,8.0,17.7,38.0,82.3,9.0,30.0,2.7,18.3,24.7,8.7,37.3,22.3,5.3,5.3,13.3,36.7,85.3,10.7,35.3,3.3,19.3,27.3,9.0,33.3,20.3,6.3,2.7,10.0,OKC,ORL,2022-11-01,-8,-3.0,1.0,116,108,224,216.0,1.0
208,208,208,208,208,720,0,43.0,94.7,14.3,43.0,5.3,16.3,18.7,13.0,34.0,28.0,6.7,4.0,14.3,40.7,91.0,12.7,35.7,3.7,25.3,30.3,11.7,32.7,27.0,7.3,3.3,12.3,40.3,88.0,13.3,36.3,4.7,20.0,24.0,10.7,26.3,25.7,12.0,3.3,12.0,40.7,82.0,14.7,38.0,6.0,17.3,23.3,11.0,32.7,25.7,4.7,4.0,19.3,GSW,MIA,2022-11-01,7,1.0,0.0,109,116,225,225.5,0.0
209,209,209,209,209,165,1,42.3,85.0,12.3,34.7,4.7,22.0,25.3,8.3,31.0,25.0,9.0,8.0,13.7,40.7,87.3,18.0,41.7,5.0,21.7,28.0,11.3,31.3,26.3,8.7,3.3,17.0,42.0,88.7,12.0,29.3,4.7,23.0,26.3,11.0,31.0,25.3,10.0,3.7,15.7,40.7,83.7,15.3,35.7,5.3,20.7,25.7,7.3,33.0,32.0,6.7,7.0,17.7,BKN,CHI,2022-11-01,9,-1.5,0.0,99,108,207,232.0,0.0
210,210,210,210,210,244,0,42.0,88.7,12.0,29.3,4.7,23.0,26.3,11.0,31.0,25.3,10.0,3.7,15.7,40.7,83.7,15.3,35.7,5.3,20.7,25.7,7.3,33.0,32.0,6.7,7.0,17.7,42.3,85.0,12.3,34.7,4.7,22.0,25.3,8.3,31.0,25.0,9.0,8.0,13.7,40.7,87.3,18.0,41.7,5.0,21.7,28.0,11.3,31.3,26.3,8.7,3.3,17.0,CHI,BKN,2022-11-01,-9,1.5,1.0,108,99,207,232.0,0.0
211,211,211,211,211,1196,1,40.3,88.0,13.3,36.3,4.7,20.0,24.0,10.7,26.3,25.7,12.0,3.3,12.0,40.7,82.0,14.7,38.0,6.0,17.3,23.3,11.0,32.7,25.7,4.7,4.0,19.3,43.0,94.7,14.3,43.0,5.3,16.3,18.7,13.0,34.0,28.0,6.7,4.0,14.3,40.7,91.0,12.7,35.7,3.7,25.3,30.3,11.7,32.7,27.0,7.3,3.3,12.3,MIA,GSW,2022-11-01,-7,-1.0,1.0,116,109,225,225.5,0.0
212,212,212,212,212,2067,1,41.7,89.0,16.0,38.0,6.0,20.0,24.3,12.0,33.0,32.7,6.3,4.0,18.3,46.3,92.7,11.0,30.0,3.7,15.0,20.7,10.3,28.7,26.0,11.0,5.3,13.0,41.7,87.3,13.0,36.7,4.3,19.7,26.0,11.0,31.7,25.7,10.3,6.3,10.7,40.7,81.7,14.3,34.3,5.3,14.3,18.3,6.0,31.3,27.3,6.0,4.0,14.7,SAS,TOR,2022-11-02,43,7.5,0.0,100,143,243,224.0,1.0
213,213,213,213,213,2146,0,41.7,87.3,13.0,36.7,4.3,19.7,26.0,11.0,31.7,25.7,10.3,6.3,10.7,40.7,81.7,14.3,34.3,5.3,14.3,18.3,6.0,31.3,27.3,6.0,4.0,14.7,41.7,89.0,16.0,38.0,6.0,20.0,24.3,12.0,33.0,32.7,6.3,4.0,18.3,46.3,92.7,11.0,30.0,3.7,15.0,20.7,10.3,28.7,26.0,11.0,5.3,13.0,TOR,SAS,2022-11-02,-43,-7.5,1.0,143,100,243,224.0,1.0
214,214,214,214,214,1908,1,43.3,83.7,13.7,35.7,6.0,19.0,25.7,10.3,32.3,24.3,7.0,5.3,14.0,43.0,90.7,13.7,35.7,4.3,13.7,18.0,12.7,28.3,28.3,9.0,3.0,13.0,45.7,90.7,10.7,28.7,4.3,15.7,25.0,13.0,32.0,21.7,8.0,4.0,16.0,42.3,86.3,16.7,43.0,4.0,17.0,21.3,10.0,30.7,28.0,7.7,4.7,15.7,POR,MEM,2022-11-02,5,5.0,0.5,106,111,217,227.5,0.0
215,215,215,215,215,1117,0,45.7,90.7,10.7,28.7,4.3,15.7,25.0,13.0,32.0,21.7,8.0,4.0,16.0,42.3,86.3,16.7,43.0,4.0,17.0,21.3,10.0,30.7,28.0,7.7,4.7,15.7,43.3,83.7,13.7,35.7,6.0,19.0,25.7,10.3,32.3,24.3,7.0,5.3,14.0,43.0,90.7,13.7,35.7,4.3,13.7,18.0,12.7,28.3,28.3,9.0,3.0,13.0,MEM,POR,2022-11-02,-5,-5.0,0.5,111,106,217,227.5,0.0
216,216,216,216,216,1752,1,42.7,81.3,14.0,32.3,5.3,15.3,19.3,6.3,33.3,26.3,11.0,5.0,14.7,35.7,82.3,10.0,31.7,3.7,22.0,26.3,11.0,31.0,21.3,8.0,4.0,16.7,39.0,88.3,9.7,29.0,2.7,19.7,23.3,11.0,32.3,23.0,6.0,4.3,12.0,41.0,81.0,16.0,35.3,4.7,21.0,24.3,4.3,37.3,28.3,7.3,5.0,13.0,PHI,WAS,2022-11-02,10,-5.5,0.0,111,121,232,218.5,1.0
217,217,217,217,217,2304,0,39.0,88.3,9.7,29.0,2.7,19.7,23.3,11.0,32.3,23.0,6.0,4.3,12.0,41.0,81.0,16.0,35.3,4.7,21.0,24.3,4.3,37.3,28.3,7.3,5.0,13.0,42.7,81.3,14.0,32.3,5.3,15.3,19.3,6.3,33.3,26.3,11.0,5.0,14.7,35.7,82.3,10.0,31.7,3.7,22.0,26.3,11.0,31.0,21.3,8.0,4.0,16.7,WAS,PHI,2022-11-02,-10,5.5,1.0,121,111,232,218.5,1.0
218,218,218,218,218,1512,1,44.7,94.0,11.0,30.7,3.0,16.3,23.3,12.3,36.0,23.7,6.7,6.0,14.0,44.0,99.0,16.3,42.0,5.3,19.3,25.3,12.7,35.7,29.0,6.7,6.0,11.7,46.3,91.7,12.0,29.0,4.0,15.3,19.3,9.7,31.7,26.0,3.7,4.7,12.0,42.7,90.0,11.7,34.0,4.3,27.7,35.7,13.3,31.7,22.3,7.7,6.0,9.0,NYK,ATL,2022-11-02,13,-2.5,0.0,99,112,211,232.5,0.0
219,219,219,219,219,7,0,46.3,91.7,12.0,29.0,4.0,15.3,19.3,9.7,31.7,26.0,3.7,4.7,12.0,42.7,90.0,11.7,34.0,4.3,27.7,35.7,13.3,31.7,22.3,7.7,6.0,9.0,44.7,94.0,11.0,30.7,3.0,16.3,23.3,12.3,36.0,23.7,6.7,6.0,14.0,44.0,99.0,16.3,42.0,5.3,19.3,25.3,12.7,35.7,29.0,6.7,6.0,11.7,ATL,NYK,2022-11-02,-13,2.5,1.0,112,99,211,232.5,0.0
220,220,220,220,220,1274,1,41.7,96.0,12.7,40.3,4.7,21.3,28.3,15.7,37.3,22.3,7.0,6.0,11.0,41.0,93.0,11.0,31.0,3.7,17.3,22.7,12.7,33.7,19.0,6.7,3.3,12.0,39.3,87.0,9.7,31.3,3.3,27.7,32.3,13.0,31.0,20.3,5.0,3.3,12.3,44.0,92.0,11.7,36.0,4.7,20.3,24.0,12.3,33.3,24.7,6.0,5.7,12.0,MIL,DET,2022-11-02,-25,-11.5,1.0,116,91,207,223.0,0.0
221,221,221,221,221,1197,1,39.0,88.3,13.7,37.7,4.7,21.3,24.3,8.7,26.0,25.0,10.0,3.7,11.7,42.3,84.0,16.7,42.0,6.0,15.7,20.3,10.7,34.0,29.3,4.3,4.3,19.7,39.7,81.3,14.3,37.7,5.0,21.0,26.3,8.3,33.3,27.0,4.7,4.0,17.3,43.3,88.3,13.0,30.0,5.0,15.7,21.0,8.7,29.7,25.3,7.7,4.0,13.3,MIA,SAC,2022-11-02,-3,-6.5,0.0,110,107,217,220.5,0.0
222,222,222,222,222,642,0,39.3,87.0,9.7,31.3,3.3,27.7,32.3,13.0,31.0,20.3,5.0,3.3,12.3,44.0,92.0,11.7,36.0,4.7,20.3,24.0,12.3,33.3,24.7,6.0,5.7,12.0,41.7,96.0,12.7,40.3,4.7,21.3,28.3,15.7,37.3,22.3,7.0,6.0,11.0,41.0,93.0,11.0,31.0,3.7,17.3,22.7,12.7,33.7,19.0,6.7,3.3,12.0,DET,MIL,2022-11-02,25,11.5,0.0,91,116,207,223.0,0.0
223,223,223,223,223,1037,1,41.0,91.7,10.0,29.7,3.0,15.3,21.0,10.7,40.3,23.0,7.0,4.7,14.7,41.3,95.7,12.3,38.0,3.3,15.3,21.0,12.0,38.3,28.3,9.3,7.0,10.0,42.7,85.0,14.0,33.3,4.0,12.7,16.0,8.3,28.0,27.3,8.7,1.7,12.3,41.7,86.7,11.0,37.0,3.3,14.3,19.0,11.0,30.0,25.0,6.0,6.0,12.3,LAL,NOP,2022-11-02,-3,2.5,1.0,120,117,237,230.0,1.0
224,224,224,224,224,1433,0,42.7,85.0,14.0,33.3,4.0,12.7,16.0,8.3,28.0,27.3,8.7,1.7,12.3,41.7,86.7,11.0,37.0,3.3,14.3,19.0,11.0,30.0,25.0,6.0,6.0,12.3,41.0,91.7,10.0,29.7,3.0,15.3,21.0,10.7,40.3,23.0,7.0,4.7,14.7,41.3,95.7,12.3,38.0,3.3,15.3,21.0,12.0,38.3,28.3,9.3,7.0,10.0,NOP,LAL,2022-11-02,3,-2.5,0.0,117,120,237,230.0,1.0
225,225,225,225,225,801,1,37.3,89.7,11.0,33.3,2.7,18.7,23.3,12.3,31.7,19.3,8.7,5.0,14.3,43.3,87.0,11.3,37.0,5.7,16.7,22.3,9.7,32.7,27.3,8.3,8.0,13.0,39.0,85.0,9.7,34.3,3.3,11.0,16.0,8.7,34.3,22.7,5.3,7.0,15.3,42.3,92.0,13.3,34.0,3.3,9.7,13.0,10.7,32.7,25.3,9.3,4.3,11.3,HOU,LAC,2022-11-02,8,6.0,0.0,101,109,210,223.0,0.0
226,226,226,226,226,959,0,39.0,85.0,9.7,34.3,3.3,11.0,16.0,8.7,34.3,22.7,5.3,7.0,15.3,42.3,92.0,13.3,34.0,3.3,9.7,13.0,10.7,32.7,25.3,9.3,4.3,11.3,37.3,89.7,11.0,33.3,2.7,18.7,23.3,12.3,31.7,19.3,8.7,5.0,14.3,43.3,87.0,11.3,37.0,5.7,16.7,22.3,9.7,32.7,27.3,8.3,8.0,13.0,LAC,HOU,2022-11-02,-8,-6.0,1.0,109,101,210,223.0,0.0
227,227,227,227,227,482,1,40.0,86.3,13.0,38.3,3.3,25.0,32.3,8.0,33.0,19.0,8.7,3.3,12.3,41.3,87.7,9.3,29.7,3.7,23.7,29.3,11.0,35.3,21.7,7.0,5.7,13.3,41.7,89.0,16.0,43.3,4.3,16.0,20.3,9.7,30.3,26.7,8.3,6.7,14.3,42.3,88.3,11.7,30.0,4.7,18.7,30.3,15.0,35.0,18.7,7.0,4.3,16.0,DAL,UTA,2022-11-02,-3,-6.5,0.0,103,100,203,222.0,0.0
228,228,228,228,228,2226,0,41.7,89.0,16.0,43.3,4.3,16.0,20.3,9.7,30.3,26.7,8.3,6.7,14.3,42.3,88.3,11.7,30.0,4.7,18.7,30.3,15.0,35.0,18.7,7.0,4.3,16.0,40.0,86.3,13.0,38.3,3.3,25.0,32.3,8.0,33.0,19.0,8.7,3.3,12.3,41.3,87.7,9.3,29.7,3.7,23.7,29.3,11.0,35.3,21.7,7.0,5.7,13.3,UTA,DAL,2022-11-02,3,6.5,1.0,100,103,203,222.0,0.0
229,229,229,229,229,402,1,40.7,87.7,16.3,39.3,6.0,21.0,27.7,10.3,32.3,25.3,4.7,3.3,13.7,40.7,85.0,9.7,28.0,3.0,16.7,23.0,9.0,31.7,24.3,8.0,3.3,16.3,38.3,87.0,17.3,42.7,4.0,18.3,21.3,7.7,34.3,27.7,6.0,4.7,14.0,41.7,90.7,11.0,29.3,4.0,21.0,26.3,12.7,38.3,23.0,4.7,4.7,12.0,CLE,BOS,2022-11-02,-1,1.5,1.0,114,113,227,220.0,1.0
230,230,230,230,230,85,0,38.3,87.0,17.3,42.7,4.0,18.3,21.3,7.7,34.3,27.7,6.0,4.7,14.0,41.7,90.7,11.0,29.3,4.0,21.0,26.3,12.7,38.3,23.0,4.7,4.7,12.0,40.7,87.7,16.3,39.3,6.0,21.0,27.7,10.3,32.3,25.3,4.7,3.3,13.7,40.7,85.0,9.7,28.0,3.0,16.7,23.0,9.0,31.7,24.3,8.0,3.3,16.3,BOS,CLE,2022-11-02,1,-1.5,0.0,113,114,227,220.0,1.0
