,index,Unnamed: 0,home,fg_r,fga_r,3p_r,3pa_r,3p_max_r,ft_r,fta_r,orb_r,drb_r,ast_r,stl_r,blk_r,tov_r,fg_opp_r,fga_opp_r,3p_opp_r,3pa_opp_r,3p_max_opp_r,ft_opp_r,fta_opp_r,orb_opp_r,drb_opp_r,ast_opp_r,stl_opp_r,blk_opp_r,tov_opp_r,team,team_opp,date,PointDifference,Line,Covered
1096,1096,115,0,44.2,90.8,14.4,42.6,4.6,19.8,24.6,11.0,34.4,28.2,7.4,4.4,11.2,42.4,87.6,13.8,36.4,3.4,13.8,17.6,8.2,33.6,25.6,5.0,3.8,14.0,BOS,DEN,1/1/2023,12,-3.5,0
1097,1097,2015,0,42.6,88.2,12.2,34.2,3.8,18.2,22.6,11.2,29.8,25.4,7.0,3.4,14.2,46.2,88.6,10.6,32.0,4.2,18.4,23.4,10.0,31.6,30.0,9.0,5.0,12.4,SAC,MEM,1/1/2023,10,4.0,0
1098,1098,1937,1,42.2,85.4,12.6,35.8,4.4,18.2,24.2,11.0,33.4,26.4,8.0,5.4,15.6,40.0,86.8,10.6,28.4,3.6,21.0,27.6,11.4,30.8,24.0,8.6,2.8,14.6,POR,DET,1/2/2023,-29,-10.0,1
1099,1099,673,0,39.6,87.4,13.4,32.0,3.8,25.8,33.4,12.8,32.4,24.4,7.8,3.8,15.8,44.2,87.0,12.0,31.6,4.0,22.4,27.8,10.4,32.8,23.2,10.0,4.6,15.6,DET,POR,1/2/2023,29,10.0,0
1100,1100,1779,1,41.4,84.2,12.8,34.6,3.8,20.6,25.4,7.8,30.4,25.2,6.8,6.8,12.2,40.4,86.2,12.2,32.2,5.2,19.4,25.2,11.6,32.4,21.8,7.0,5.8,13.6,PHI,NOP,1/2/2023,-9,-5.0,1
1101,1101,1463,0,39.4,85.2,11.4,30.6,5.4,24.0,31.8,11.4,34.2,22.6,7.8,4.6,15.0,41.4,83.8,10.6,32.4,3.4,19.2,24.8,6.8,30.6,24.2,8.6,7.4,13.6,NOP,PHI,1/2/2023,9,5.0,0
1102,1102,1543,1,39.4,89.4,14.2,41.4,5.2,18.6,25.8,12.6,33.4,24.6,5.4,3.0,9.2,38.2,83.8,13.2,39.2,3.4,18.0,24.2,8.6,34.4,21.8,4.4,4.0,11.6,NYK,PHX,1/2/2023,-19,-3.0,1
1103,1103,1860,0,39.2,85.2,14.2,32.8,4.0,15.2,19.4,10.4,29.8,26.2,6.4,4.6,15.2,40.8,84.4,10.6,31.6,3.6,23.4,29.4,10.4,31.6,24.0,8.0,4.2,11.4,PHX,NYK,1/2/2023,19,3.0,0
1104,1104,1384,1,41.2,84.8,11.2,32.6,3.2,20.4,26.6,8.0,31.0,22.6,6.6,5.0,13.4,42.8,91.2,11.8,33.4,4.2,19.0,26.4,15.0,34.6,24.4,6.8,4.4,14.2,MIN,DEN,1/2/2023,-13,4.5,1
1105,1105,591,0,44.4,83.4,14.0,30.2,4.4,16.6,19.8,8.2,29.8,31.4,7.4,3.4,15.4,42.2,86.4,12.0,34.0,3.6,21.0,25.6,10.2,28.0,26.4,9.2,3.8,13.2,DEN,MIN,1/2/2023,13,-4.5,0
1106,1106,990,1,41.8,84.0,15.4,36.8,4.6,22.2,25.8,8.8,33.0,24.0,7.8,3.4,14.0,43.2,89.6,11.8,34.0,3.8,22.0,27.0,11.4,32.0,25.6,7.2,4.2,12.4,LAC,MIA,1/2/2023,10,1.0,0
1107,1107,910,1,44.2,88.2,13.0,33.2,5.0,20.6,24.6,8.0,32.6,26.2,6.4,4.2,10.8,43.0,89.2,13.2,34.8,4.8,20.2,25.0,12.4,30.6,26.8,6.6,6.0,11.8,IND,TOR,1/2/2023,-8,2.0,1
1108,1108,1226,0,42.8,91.0,12.6,38.8,4.2,17.8,21.6,11.2,28.4,24.4,10.6,2.8,10.2,37.8,76.0,14.8,33.4,4.6,20.6,25.8,8.0,33.4,26.4,5.0,2.4,19.4,MIA,LAC,1/2/2023,-10,-1.0,1
1109,1109,829,1,38.6,86.0,13.2,39.6,4.2,18.2,25.0,10.6,37.4,22.8,5.0,3.4,14.2,40.8,89.0,15.8,46.0,5.0,21.0,27.0,9.4,33.6,25.6,7.8,5.2,8.8,HOU,DAL,1/2/2023,5,7.5,1
1110,1110,513,0,43.8,86.4,15.2,42.4,5.0,20.4,27.6,7.6,31.6,24.2,6.0,5.0,8.2,41.4,87.2,10.8,32.0,4.4,22.6,30.8,11.6,34.8,23.0,4.0,1.2,10.4,DAL,HOU,1/2/2023,-5,-7.5,0
1111,1111,750,1,43.4,97.0,15.6,45.6,6.4,18.8,24.4,13.6,39.6,29.4,6.6,3.6,13.4,41.8,95.4,11.4,39.4,4.0,19.8,26.6,11.0,37.6,23.8,5.0,6.6,12.8,GSW,ATL,1/2/2023,-2,-1.5,1
1112,1112,36,0,46.4,97.6,10.8,31.8,3.0,19.0,24.8,10.0,36.2,26.0,6.8,6.4,8.6,46.4,96.4,12.2,37.0,5.4,18.0,23.0,11.2,41.4,27.0,5.2,6.0,14.2,ATL,GSW,1/2/2023,2,1.5,0
1113,1113,433,1,43.0,86.2,13.0,36.2,5.0,20.6,28.8,12.2,29.6,24.8,6.8,3.8,13.2,44.6,85.4,14.6,30.4,4.8,19.0,22.8,7.4,32.0,23.2,9.2,4.4,12.6,CLE,CHI,1/2/2023,-11,-4.0,1
1114,1114,273,0,45.2,90.4,10.2,27.8,3.6,20.4,24.8,8.4,33.0,21.0,8.8,4.8,11.2,43.8,92.6,14.4,42.2,5.0,20.4,28.4,14.2,33.4,24.2,6.4,4.0,14.0,CHI,CLE,1/2/2023,11,4.0,0
1115,1115,353,1,41.0,93.6,10.8,35.8,4.0,19.2,25.8,12.2,35.0,26.4,7.4,6.0,13.4,43.8,90.6,11.2,35.0,4.6,19.4,24.4,8.2,38.8,25.2,6.6,4.6,13.8,CHA,LAL,1/2/2023,6,-2.0,0
1116,1116,1067,0,44.4,87.2,11.8,33.8,3.8,18.0,22.4,8.8,37.8,27.0,4.8,3.8,15.0,44.0,90.8,12.2,35.4,3.4,16.2,23.0,9.8,30.2,24.4,8.4,4.8,10.2,LAL,CHA,1/2/2023,-6,2.0,1
1117,1117,194,1,48.2,86.2,13.2,28.4,5.0,13.0,16.2,6.6,36.8,27.2,7.6,6.4,12.6,39.6,91.2,9.8,33.4,3.6,17.6,22.6,12.6,30.0,22.8,6.4,3.2,12.6,BKN,SAS,1/2/2023,-36,-11.5,1
1118,1118,2096,0,45.6,91.2,8.6,25.0,3.2,18.2,25.4,13.2,31.0,25.2,6.2,4.6,14.0,46.2,90.4,13.2,32.4,4.8,20.8,27.0,11.0,28.8,23.4,9.0,5.0,10.6,SAS,BKN,1/2/2023,36,11.5,0
1119,1119,2175,0,41.0,87.2,12.0,32.6,4.4,18.8,23.4,11.6,28.0,23.2,9.4,5.4,12.2,42.4,85.6,12.6,31.4,3.8,17.8,23.2,12.4,33.0,28.2,6.4,2.8,15.0,TOR,IND,1/2/2023,8,-2.0,0
1120,1120,2257,1,39.0,88.2,13.2,41.0,5.2,27.2,33.2,12.2,32.8,24.0,7.0,3.4,13.8,45.2,87.8,11.2,32.8,4.0,19.8,25.6,8.6,32.8,27.2,7.8,3.8,14.0,UTA,SAC,1/3/2023,2,-3.0,0
1121,1121,2016,0,44.4,88.6,12.0,34.2,4.0,16.0,19.2,10.0,29.6,26.2,7.4,3.8,15.0,44.0,88.6,11.2,34.4,4.6,20.2,24.4,11.4,31.0,28.2,9.0,4.8,13.8,SAC,UTA,1/3/2023,-2,3.0,1
1122,1122,1621,1,45.6,95.4,13.8,34.2,3.8,17.8,24.2,11.6,33.8,22.8,9.8,5.0,14.2,43.8,92.8,11.2,34.4,4.0,20.2,26.2,13.2,35.2,28.2,7.6,7.0,16.4,OKC,BOS,1/3/2023,-33,11.0,1
1123,1123,116,0,43.4,88.4,14.2,41.4,4.2,20.8,25.6,9.2,33.2,28.4,6.4,4.6,12.4,45.2,89.0,15.8,38.0,3.8,14.4,19.0,7.8,33.8,26.8,7.2,2.8,13.4,BOS,OKC,1/3/2023,33,-11.0,0
1124,1124,1304,1,41.6,96.6,12.0,41.6,3.4,19.2,24.8,15.8,36.4,22.8,7.8,4.8,15.6,44.8,92.0,10.2,29.2,3.4,20.8,25.6,9.0,35.6,24.8,8.4,5.2,11.8,MIL,WAS,1/3/2023,-10,-7.5,1
1125,1125,2335,0,44.0,86.6,9.8,29.6,3.0,20.8,24.6,11.2,36.4,26.8,7.2,6.8,16.0,40.4,93.4,9.6,35.6,2.6,15.8,19.0,11.6,27.8,23.8,8.4,5.0,13.0,WAS,MIL,1/3/2023,10,7.5,0
1126,1126,1305,0,40.2,97.4,12.0,42.2,3.6,19.2,25.4,16.8,42.2,23.6,7.0,5.4,17.6,42.4,98.2,8.2,30.6,3.2,20.0,24.6,10.8,36.2,23.4,8.6,5.8,11.2,MIL,TOR,1/4/2023,-3,5.5,1
1127,1127,2017,1,44.6,89.8,12.0,32.2,4.2,17.8,20.8,10.4,29.8,27.4,7.6,4.0,13.8,44.8,88.2,10.6,33.0,4.2,20.6,24.6,10.8,32.4,25.6,8.4,5.0,14.2,SAC,ATL,1/4/2023,3,-1.5,0
1128,1128,2176,1,40.2,93.6,10.0,34.4,4.0,19.0,23.8,12.2,27.8,22.6,9.4,5.8,10.2,41.6,88.0,13.0,32.6,4.2,18.4,23.2,13.8,39.2,28.0,5.4,2.8,17.2,TOR,MIL,1/4/2023,3,-5.5,0
1129,1129,1780,1,43.2,88.4,12.0,34.0,3.8,19.8,24.0,9.6,31.4,25.6,6.6,7.8,12.8,40.8,87.2,12.4,33.0,5.6,21.2,27.0,11.8,32.0,22.0,7.6,6.2,14.6,PHI,IND,1/4/2023,-3,-5.0,0
1130,1130,911,0,46.2,90.6,13.8,33.4,5.4,22.4,25.8,9.4,33.0,27.8,6.0,4.8,10.8,44.4,90.8,13.6,34.0,5.0,20.2,24.6,12.0,29.4,25.6,5.4,6.2,10.8,IND,PHI,1/4/2023,3,5.0,1
1131,1131,1702,1,42.2,87.4,10.0,28.4,2.6,19.6,26.2,10.2,32.2,25.8,7.0,3.8,13.6,41.4,86.2,15.4,39.0,4.0,21.2,26.2,9.2,34.6,28.2,6.8,5.0,14.8,ORL,OKC,1/4/2023,-11,1.0,1
1132,1132,1622,0,43.4,92.8,14.2,34.6,3.8,19.8,25.4,11.4,31.2,22.0,9.8,4.6,12.4,44.0,90.2,11.2,33.6,3.6,19.4,25.4,13.2,34.0,27.4,6.8,7.2,15.4,OKC,ORL,1/4/2023,11,-1.0,0
1133,1133,1544,1,39.8,90.2,13.8,41.2,5.0,19.2,27.6,13.0,33.2,21.8,6.0,3.0,10.0,38.6,84.8,11.8,37.0,2.8,17.6,23.6,9.4,34.8,22.4,4.4,4.2,13.4,NYK,SAS,1/4/2023,-3,-10.0,0
1134,1134,2097,0,44.2,90.2,9.6,27.0,3.2,17.6,23.8,13.8,29.8,24.8,5.0,3.6,14.2,47.4,89.8,12.6,30.0,4.4,18.0,24.8,10.6,29.6,22.6,8.4,5.6,10.6,SAS,NYK,1/4/2023,3,10.0,1
1135,1135,1464,1,39.4,85.0,11.8,30.2,5.6,24.8,32.2,11.2,33.8,21.6,7.0,4.6,15.0,42.2,84.8,11.2,33.0,3.0,20.0,26.2,8.0,30.8,24.6,8.8,7.2,13.6,NOP,HOU,1/4/2023,-11,-7.5,1
1136,1136,830,0,36.4,85.6,12.2,38.4,3.4,18.6,26.0,11.4,36.2,22.2,5.6,3.2,14.4,40.0,88.4,16.0,46.6,5.2,22.6,28.0,10.8,35.4,25.2,7.8,6.0,10.0,HOU,NOP,1/4/2023,11,7.5,0
1137,1137,37,0,45.6,96.0,10.4,31.0,3.0,19.0,24.4,9.8,35.6,24.2,6.6,5.6,10.0,47.2,96.0,12.4,35.4,5.8,18.6,22.6,11.4,41.0,28.8,5.6,6.0,13.4,ATL,SAC,1/4/2023,-3,1.5,1
1138,1138,1938,0,41.0,84.6,11.6,34.4,4.4,23.2,30.8,11.6,33.4,24.2,7.8,5.8,15.2,40.6,86.6,10.8,28.4,3.8,22.0,29.8,11.2,30.2,25.2,8.4,3.4,13.8,POR,MIN,1/4/2023,7,-1.0,0
1139,1139,1068,1,44.6,87.4,11.6,33.6,4.0,17.2,22.0,9.4,38.6,27.4,5.8,4.2,16.8,43.8,93.0,10.2,32.4,2.6,15.6,22.2,10.4,30.6,23.0,9.0,5.0,10.6,LAL,MIA,1/4/2023,-3,8.5,1
1140,1140,1227,0,42.0,89.6,11.6,34.8,3.6,19.6,24.2,11.4,28.8,23.8,10.6,3.0,11.0,37.2,76.4,13.4,32.0,4.4,23.6,29.0,8.2,32.8,24.2,6.2,2.6,18.4,MIA,LAL,1/4/2023,3,-8.5,0
1141,1141,751,1,43.8,96.2,15.0,44.8,6.0,17.8,22.2,13.6,37.4,29.4,6.0,3.4,14.2,43.0,95.0,12.8,38.8,4.4,18.6,25.2,11.4,36.6,25.8,5.8,5.6,11.8,GSW,DET,1/4/2023,3,-7.0,0
1142,1142,674,0,39.8,85.8,13.4,32.4,4.0,23.6,31.2,11.8,32.6,23.8,7.6,3.2,14.0,43.4,86.2,11.2,30.8,3.8,20.2,25.0,10.2,31.4,24.4,8.0,4.8,14.6,DET,GSW,1/4/2023,-3,7.0,1
1143,1143,434,1,41.2,86.4,13.0,36.8,5.4,20.8,27.4,12.4,31.6,22.4,6.8,3.8,13.2,42.6,84.8,12.8,28.6,4.2,18.8,22.8,6.8,33.4,23.0,8.8,4.6,11.6,CLE,PHX,1/4/2023,-2,-5.5,0
1144,1144,1861,0,36.6,82.6,12.8,31.4,3.2,14.4,17.8,9.6,31.2,24.6,6.6,3.4,15.2,37.8,81.0,10.2,31.6,3.6,22.2,27.2,9.4,32.2,21.2,8.2,4.2,11.8,PHX,CLE,1/4/2023,2,5.5,1
1145,1145,354,1,40.4,91.8,10.6,36.2,4.0,19.4,25.6,10.6,36.4,26.4,8.0,7.0,13.4,44.6,92.2,10.2,33.4,4.0,20.2,26.2,8.4,40.4,25.2,7.0,4.4,13.6,CHA,MEM,1/4/2023,24,7.5,0
1146,1146,1146,0,44.8,94.4,9.0,30.0,3.2,19.8,26.2,15.4,36.8,26.8,9.6,7.4,14.2,38.2,92.8,12.2,34.0,4.0,20.8,24.8,14.2,32.0,22.4,8.4,6.4,14.6,MEM,CHA,1/4/2023,-24,-7.5,1
1147,1147,274,1,44.8,88.2,9.2,24.8,3.4,22.8,26.4,8.0,35.6,19.8,9.0,5.8,12.6,42.2,92.8,13.4,40.8,5.0,20.4,28.2,13.6,31.8,23.4,6.8,4.4,13.6,CHI,BKN,1/4/2023,-9,5.0,1
1148,1148,195,0,47.4,85.8,12.8,29.4,5.2,13.8,17.8,5.2,36.0,26.0,7.2,7.4,12.6,40.8,90.6,9.6,30.0,3.8,19.6,24.0,11.2,31.6,23.6,6.4,4.4,12.0,BKN,CHI,1/4/2023,9,-5.0,0
1149,1149,1385,1,40.4,84.2,10.0,30.6,2.8,23.8,31.0,8.0,28.8,21.4,7.4,5.6,11.8,40.0,85.8,11.0,29.4,4.0,24.0,33.2,14.8,34.6,22.6,6.6,5.2,15.6,MIN,POR,1/4/2023,-7,1.0,1
1150,1150,1703,1,40.0,86.8,8.8,29.2,2.6,21.6,28.2,10.2,31.2,24.4,6.6,4.0,12.2,42.2,85.2,15.4,38.6,4.0,21.6,27.2,8.4,37.6,27.4,5.8,4.4,14.6,ORL,MEM,1/5/2023,8,6.5,0
1151,1151,1147,0,47.2,94.6,9.8,31.2,3.2,17.2,24.0,14.2,39.8,28.0,8.8,6.8,13.8,37.4,92.2,11.0,35.0,3.8,21.6,25.8,12.6,32.0,21.8,8.2,5.2,12.8,MEM,ORL,1/5/2023,-8,-6.5,1
1152,1152,831,1,36.4,85.0,12.4,37.8,3.8,20.8,28.4,11.6,36.0,21.2,5.4,3.4,14.6,40.6,88.8,15.8,45.0,5.2,22.6,27.6,10.8,34.0,25.4,8.2,6.0,9.6,HOU,UTA,1/5/2023,17,7.0,0
1153,1153,2258,0,40.4,87.4,14.4,42.0,5.4,25.0,30.0,10.8,33.6,26.6,7.0,3.8,13.0,43.2,88.8,13.0,37.6,4.6,19.6,24.0,10.2,32.8,25.6,6.4,2.8,14.0,UTA,HOU,1/5/2023,-17,-7.0,1
1154,1154,592,1,45.2,84.0,14.2,30.0,4.2,16.6,19.8,8.2,33.2,30.2,6.2,3.8,15.0,41.0,88.2,11.0,34.4,3.4,21.4,26.8,10.2,28.4,27.2,9.0,4.0,11.4,DEN,LAC,1/5/2023,-31,-4.5,1
1155,1155,991,0,38.8,84.0,12.6,35.4,4.2,20.8,25.0,8.4,32.0,23.8,6.6,3.4,11.6,43.4,87.4,11.4,34.4,3.8,20.2,24.4,10.2,35.6,24.8,6.4,4.4,11.2,LAC,DEN,1/5/2023,31,4.5,0
1156,1156,514,1,41.8,87.6,13.0,40.0,4.4,20.8,27.6,7.6,32.4,21.0,5.6,5.0,8.2,41.8,88.0,12.2,35.0,4.6,22.2,30.6,12.4,37.4,25.2,4.2,2.4,11.0,DAL,BOS,1/5/2023,29,3.0,0
1157,1157,117,0,41.6,88.2,13.6,42.2,4.0,22.0,26.8,10.2,35.6,28.4,5.8,6.0,12.4,43.6,90.2,14.6,37.2,3.6,14.2,18.6,8.4,33.8,25.4,6.4,3.2,12.6,BOS,DAL,1/5/2023,-29,-3.0,1
1158,1158,1545,0,38.6,86.2,13.8,38.6,4.8,19.8,28.0,12.2,33.2,20.2,5.6,3.8,10.4,36.8,83.4,11.2,33.6,3.0,18.2,24.0,10.4,33.6,22.8,5.0,3.8,13.0,NYK,TOR,1/6/2023,-4,3.5,1
1159,1159,2098,1,44.0,86.6,9.4,26.0,3.0,19.6,26.2,12.0,32.2,26.2,4.8,3.6,14.8,47.0,91.2,12.2,31.4,4.2,15.0,22.0,11.0,27.6,22.2,8.6,3.6,11.2,SAS,DET,1/6/2023,-12,-2.0,1
1160,1160,2177,1,38.6,93.4,10.8,35.6,4.4,20.4,25.6,12.6,28.8,22.2,9.6,5.6,9.2,40.4,86.0,13.2,32.4,4.4,18.2,23.8,13.4,40.4,26.4,4.4,3.0,17.6,TOR,NYK,1/6/2023,4,-3.5,0
1161,1161,675,0,41.4,88.4,12.0,30.2,3.2,19.4,26.6,12.6,29.4,23.4,8.4,2.4,14.4,45.4,85.4,12.0,31.2,4.0,19.4,23.4,8.6,32.4,25.0,8.6,4.6,15.4,DET,SAS,1/6/2023,12,2.0,0
1162,1162,1862,1,34.8,81.6,10.6,29.8,2.6,14.4,17.8,8.2,32.0,23.8,6.2,2.0,14.2,37.2,78.4,11.0,33.2,4.0,21.8,26.6,7.4,33.6,21.4,8.4,3.6,11.4,PHX,MIA,1/6/2023,8,1.0,0
1163,1163,1228,0,39.8,86.8,11.8,35.4,4.0,22.2,27.2,10.4,29.8,23.6,9.8,2.8,12.4,36.6,77.4,12.0,29.4,4.0,25.8,31.0,8.2,32.8,23.6,6.8,2.2,16.4,MIA,PHX,1/6/2023,-8,-1.0,1
1164,1164,1781,1,43.4,90.0,14.4,36.0,4.4,17.2,21.4,10.0,30.8,27.0,6.2,6.4,11.2,42.6,87.0,14.2,33.2,7.2,17.8,24.2,10.6,34.4,25.0,6.8,5.4,13.8,PHI,CHI,1/6/2023,14,-5.0,0
1165,1165,275,0,46.0,86.6,11.4,27.0,4.8,19.6,23.8,8.2,34.0,22.2,8.6,4.6,12.2,42.0,89.2,15.2,40.2,5.4,18.8,25.4,11.6,29.2,25.4,6.6,3.8,12.2,CHI,PHI,1/6/2023,-14,5.0,1
1166,1166,1623,1,44.2,95.2,15.0,37.2,3.8,16.8,22.0,11.0,30.8,23.0,9.6,3.8,11.8,42.4,86.2,10.6,32.6,3.2,22.4,29.8,12.2,36.0,27.6,6.2,6.8,16.6,OKC,WAS,1/6/2023,-17,-1.0,1
1167,1167,2336,0,43.8,85.4,9.0,27.8,2.8,20.8,25.6,10.6,38.4,27.4,7.0,5.6,17.0,42.6,96.2,11.8,36.8,2.8,12.4,15.6,11.8,28.0,25.6,8.6,4.2,11.8,WAS,OKC,1/6/2023,17,1.0,0
1168,1168,1465,1,38.6,86.4,12.0,31.4,5.4,22.8,28.6,12.2,34.4,20.4,7.2,4.6,15.4,41.2,85.2,12.2,33.8,3.4,19.0,23.8,9.0,31.4,26.2,9.2,8.0,13.8,NOP,BKN,1/6/2023,6,4.5,0
1169,1169,1939,0,40.8,86.0,11.6,34.0,4.4,22.0,29.0,11.4,35.4,25.4,7.8,5.4,16.2,38.8,87.2,10.2,29.2,3.8,23.8,30.2,11.2,30.8,23.4,8.8,4.2,14.2,POR,IND,1/6/2023,9,1.5,0
1170,1170,1386,1,41.2,83.8,10.6,31.8,3.0,23.6,30.4,9.0,29.8,23.4,7.0,5.4,13.4,41.0,89.6,10.6,29.8,3.6,21.6,30.0,16.6,32.2,22.6,8.0,5.0,14.6,MIN,LAC,1/6/2023,-13,-5.5,1
1171,1171,992,0,38.6,85.4,11.4,32.8,3.8,20.6,25.8,9.0,30.0,22.8,7.6,3.4,11.4,44.0,86.8,12.8,36.8,4.0,20.6,25.0,10.2,36.8,25.6,6.0,5.0,12.6,LAC,MIN,1/6/2023,13,5.5,0
1172,1172,1306,1,39.4,92.2,14.2,43.0,3.6,17.8,23.8,14.8,41.0,24.4,6.6,5.0,18.0,44.6,100.2,10.4,35.6,3.8,17.2,22.4,12.0,34.4,25.6,9.8,4.4,9.6,MIL,CHA,1/6/2023,29,-10.0,0
1173,1173,355,0,43.4,93.8,12.6,38.2,4.8,18.0,24.4,11.4,36.0,28.4,9.0,6.2,12.0,43.8,90.0,12.6,35.6,3.6,19.2,26.2,9.0,39.0,23.4,7.4,4.8,14.0,CHA,MIL,1/6/2023,-29,10.0,1
1174,1174,1069,1,45.0,88.0,11.4,32.0,4.2,16.8,21.8,9.0,40.0,27.6,6.2,4.8,17.4,44.2,95.4,10.0,33.0,2.6,15.8,21.6,10.2,31.2,22.8,9.0,5.0,10.8,LAL,ATL,1/6/2023,-16,2.5,1
1175,1175,38,0,46.4,97.4,9.8,31.2,2.8,18.0,23.0,9.4,35.4,23.8,7.4,6.0,10.6,48.0,96.2,13.0,35.4,5.6,16.6,20.4,11.4,41.4,29.8,6.2,6.6,14.6,ATL,LAL,1/6/2023,16,-2.5,0
1176,1176,912,1,44.4,89.0,12.6,31.4,4.8,23.0,26.0,8.8,32.0,26.6,7.6,5.6,11.2,44.0,91.8,13.0,34.6,5.2,18.6,22.2,12.6,30.8,26.4,5.6,5.8,12.6,IND,POR,1/6/2023,-9,-1.5,1
1177,1177,593,1,44.0,83.2,15.2,31.6,4.0,17.0,20.8,9.4,35.0,29.6,6.0,3.0,14.2,39.6,88.0,10.2,33.4,3.2,21.2,28.2,11.6,28.2,26.8,8.4,3.8,10.2,DEN,CLE,1/6/2023,-13,-5.0,1
1178,1178,435,0,41.4,87.6,12.4,34.8,5.0,19.2,27.8,14.0,31.4,24.2,6.6,4.2,12.0,41.8,84.6,12.6,29.6,3.4,19.8,24.0,8.0,34.4,23.2,8.4,4.6,11.0,CLE,DEN,1/6/2023,13,5.0,0
1179,1179,196,0,45.4,86.4,12.2,30.0,4.6,15.0,18.4,5.8,36.4,25.8,7.4,9.0,12.0,40.0,91.8,9.4,28.6,3.6,18.4,23.0,12.0,34.4,22.6,6.2,4.6,12.6,BKN,NOP,1/6/2023,-6,-4.5,1
1180,1180,1070,0,47.6,89.0,10.6,29.0,4.2,20.0,25.4,9.4,38.4,27.8,6.6,4.6,16.0,44.4,94.2,10.6,32.4,2.8,19.2,25.8,10.8,30.0,23.8,7.2,5.0,12.6,LAL,SAC,1/7/2023,-2,7.5,1
1181,1181,2099,1,44.8,89.0,8.6,25.4,3.2,17.6,23.2,11.6,33.2,26.2,5.0,2.8,15.2,48.8,92.2,12.2,30.0,4.0,12.6,19.4,10.0,29.6,24.2,8.4,5.2,11.6,SAS,BOS,1/7/2023,5,15.0,1
1182,1182,118,0,42.4,89.0,12.6,37.8,3.8,20.4,25.8,10.0,34.6,28.0,5.4,7.0,13.2,45.8,91.2,13.2,33.2,3.8,14.0,18.6,8.2,34.4,25.6,6.6,3.4,12.6,BOS,SAS,1/7/2023,-5,-15.0,0
1183,1183,752,1,42.2,94.8,17.0,49.0,6.0,17.2,21.6,14.0,37.0,28.4,6.8,3.2,14.6,44.2,94.0,13.4,37.6,4.6,17.6,25.0,11.0,36.4,26.6,7.0,4.6,11.4,GSW,ORL,1/7/2023,14,-7.0,0
1184,1184,2018,1,44.2,89.2,12.0,32.4,4.2,20.0,23.2,10.8,29.4,26.0,6.6,3.6,14.2,45.0,87.6,10.0,31.8,4.2,22.8,27.6,11.4,32.6,24.6,8.0,4.0,14.4,SAC,LAL,1/7/2023,2,-7.5,0
1185,1185,515,1,41.4,84.4,13.0,36.6,4.6,21.8,28.6,7.2,31.2,21.6,5.8,5.4,9.8,41.8,86.2,10.0,30.8,3.4,23.6,32.8,12.0,35.6,25.0,6.0,3.2,11.6,DAL,NOP,1/7/2023,-10,-9.0,1
1186,1186,1466,0,39.0,89.2,10.0,31.0,3.4,22.0,28.4,13.8,34.4,21.8,7.2,4.8,15.4,41.2,85.0,12.0,32.8,3.4,21.4,27.0,9.4,33.0,25.2,9.2,8.0,13.6,NOP,DAL,1/7/2023,10,9.0,0
1187,1187,1704,0,40.4,87.4,9.4,30.0,3.0,21.2,28.0,10.0,32.8,24.6,7.4,3.4,12.0,39.0,84.8,15.6,41.6,4.2,22.2,28.0,8.8,37.8,26.2,6.4,4.2,15.2,ORL,GSW,1/7/2023,-14,7.0,1
1188,1188,276,1,44.2,84.8,11.6,27.2,5.0,21.8,27.2,7.2,36.2,22.4,7.4,4.6,11.6,43.0,90.6,14.2,40.6,5.4,17.8,24.2,10.4,31.2,27.0,6.2,4.0,11.4,CHI,UTA,1/7/2023,-8,2.5,1
1189,1189,2259,0,42.2,87.8,13.8,41.0,4.8,24.2,28.4,10.2,32.0,28.6,7.6,3.0,12.6,44.6,88.0,12.4,34.2,4.8,20.2,25.0,9.6,32.0,25.6,6.0,3.0,13.6,UTA,CHI,1/7/2023,8,-2.5,0
1190,1190,2178,1,38.8,92.4,11.2,36.2,4.2,21.8,26.6,11.8,28.4,23.2,9.8,5.8,9.6,37.6,82.2,12.4,32.6,4.2,21.8,28.4,12.0,39.6,22.8,4.6,3.0,19.0,TOR,POR,1/8/2023,-12,-3.0,1
1191,1191,1940,0,39.0,84.0,10.6,32.4,4.0,22.8,30.8,11.4,33.8,23.6,7.2,4.4,17.6,38.6,84.8,10.2,28.2,3.8,25.0,31.0,10.2,31.0,23.6,9.6,5.2,13.8,POR,TOR,1/8/2023,12,3.0,0
1192,1192,436,0,40.4,84.0,12.2,35.0,4.8,18.6,27.2,11.2,33.2,24.2,6.8,4.4,12.8,39.6,84.4,11.6,28.6,3.2,17.8,22.0,8.4,34.8,22.0,8.6,3.4,12.6,CLE,PHX,1/8/2023,-14,-6.0,1
1193,1193,1624,1,45.0,94.4,15.2,35.6,3.4,16.4,21.8,11.4,31.8,25.4,8.8,5.2,11.0,39.4,84.0,11.4,34.0,3.0,25.2,32.4,11.4,34.2,25.2,5.2,4.8,15.6,OKC,DAL,1/8/2023,-11,-4.0,1
1194,1194,516,0,38.2,80.8,12.2,35.4,4.4,25.0,32.0,7.6,29.8,19.8,5.0,4.0,10.6,43.4,88.0,10.0,29.6,3.2,21.6,29.4,12.2,35.4,26.2,6.0,4.8,10.8,DAL,OKC,1/8/2023,11,4.0,0
