,index,Unnamed: 0,home,fg_r,fga_r,3p_r,3pa_r,3p_max_r,ft_r,fta_r,orb_r,drb_r,ast_r,stl_r,blk_r,tov_r,fg_opp_r,fga_opp_r,3p_opp_r,3pa_opp_r,3p_max_opp_r,ft_opp_r,fta_opp_r,orb_opp_r,drb_opp_r,ast_opp_r,stl_opp_r,blk_opp_r,tov_opp_r,team,team_opp,date,PointDifference,Line,Covered
1195,1195,1229,1,39.6,87.8,11.6,35.4,4.2,19.2,24.6,11.4,29.8,23.8,8.8,2.8,11.8,35.4,77.4,11.0,30.4,4.2,24.8,29.6,8.4,33.4,21.2,7.2,3.6,15.6,MIA,BKN,1/8/2023,1,2.0,1
1196,1196,197,0,44.8,85.0,12.6,31.4,4.8,14.6,18.0,6.0,34.8,25.8,9.0,8.0,12.8,39.2,90.8,10.4,31.2,4.0,17.8,22.0,13.0,32.2,22.6,6.8,4.2,14.2,BKN,MIA,1/8/2023,-1,-2.0,0
1197,1197,1148,1,46.8,96.0,10.2,33.0,3.2,18.4,25.6,13.4,37.8,26.2,11.2,7.4,12.8,38.6,90.6,11.0,35.8,3.6,21.6,25.4,10.8,33.6,23.4,7.4,5.6,15.2,MEM,UTA,1/8/2023,-5,-5.5,0
1198,1198,1863,1,34.4,81.0,10.8,28.8,3.0,14.2,16.8,7.2,34.2,23.2,6.2,1.6,15.2,36.8,77.6,11.6,33.8,4.4,19.0,24.4,5.6,34.0,21.8,8.6,3.4,11.8,PHX,CLE,1/8/2023,14,6.0,0
1199,1199,993,1,37.4,86.6,10.4,31.0,3.8,23.6,29.2,11.6,31.0,22.6,8.0,3.6,11.2,44.0,86.4,12.2,34.2,4.0,20.4,24.6,9.4,36.4,25.6,6.8,5.4,12.2,LAC,ATL,1/8/2023,4,-2.5,0
1200,1200,39,0,46.8,95.8,9.8,32.0,2.8,18.2,22.6,8.6,35.4,23.8,7.8,6.6,11.8,47.0,98.6,13.0,36.2,5.2,18.6,23.2,14.6,40.6,30.4,7.4,5.0,14.4,ATL,LAC,1/8/2023,-4,2.5,1
1201,1201,913,1,42.4,89.4,11.4,32.8,4.4,24.4,28.4,9.6,33.0,26.4,9.2,5.4,12.8,41.6,90.2,12.8,35.6,4.8,20.6,23.6,11.8,32.6,25.6,5.8,5.8,14.2,IND,CHA,1/8/2023,-5,-5.0,0
1202,1202,356,0,41.8,94.6,12.8,38.4,4.4,19.0,24.0,11.6,35.2,26.8,9.0,4.8,12.2,43.0,87.6,13.0,36.0,3.4,21.0,28.6,8.4,39.6,25.8,8.4,6.0,14.8,CHA,IND,1/8/2023,5,5.0,0
1203,1203,832,1,36.4,85.6,12.2,38.2,4.0,17.4,24.0,11.6,34.6,22.2,6.0,4.8,15.8,38.8,86.6,14.2,41.6,5.0,22.8,27.0,11.4,33.4,24.0,8.4,5.2,11.4,HOU,MIN,1/8/2023,8,3.5,0
1204,1204,1387,0,40.8,81.4,11.0,31.4,3.4,22.0,28.0,9.4,31.0,24.4,6.6,5.2,15.2,40.0,88.8,10.0,29.2,3.8,18.8,26.4,15.0,28.4,22.8,8.6,4.8,14.0,MIN,HOU,1/8/2023,-8,-3.5,1
1205,1205,676,1,42.0,88.6,10.2,27.0,3.2,18.6,25.4,12.0,31.6,22.8,8.6,2.6,16.2,44.0,85.8,11.8,33.2,3.6,20.6,25.0,9.0,33.2,25.6,9.0,4.8,15.4,DET,PHI,1/8/2023,12,6.0,0
1206,1206,1782,0,44.2,93.8,13.8,36.6,4.2,17.6,21.6,12.2,31.6,26.2,7.6,6.0,10.2,42.8,88.4,12.8,31.6,5.8,15.6,20.6,11.2,35.2,26.2,5.8,5.2,16.0,PHI,DET,1/8/2023,-12,-6.0,1
1207,1207,2260,0,42.0,88.6,14.2,41.0,4.8,22.8,26.8,10.4,33.6,28.4,7.6,4.4,14.0,43.8,90.4,13.0,35.8,4.4,20.6,25.6,10.2,31.6,24.8,8.2,3.8,12.6,UTA,MEM,1/8/2023,5,5.5,1
1208,1208,2337,1,42.8,85.4,10.2,29.4,3.4,18.6,23.6,9.6,37.6,27.2,6.6,4.6,18.6,44.6,97.4,11.2,35.8,3.0,15.0,18.6,12.0,30.6,25.4,9.0,4.4,11.4,WAS,NOP,1/9/2023,20,-1.5,0
1209,1209,1467,0,42.4,89.6,10.4,30.2,3.8,21.0,27.4,13.2,34.6,23.4,7.8,5.0,13.4,40.2,83.0,13.8,33.8,4.0,20.8,26.2,8.2,31.2,25.2,7.4,6.0,14.2,NOP,WAS,1/9/2023,-20,1.5,1
1210,1210,2019,1,44.6,90.6,14.2,35.6,4.2,19.0,21.8,11.0,31.2,27.4,6.4,3.2,13.4,44.0,88.8,11.2,34.2,4.0,20.8,25.6,11.8,33.0,23.4,8.0,5.0,14.4,SAC,ORL,1/9/2023,-25,-6.5,1
1211,1211,1705,0,41.6,88.4,11.2,34.4,3.2,19.0,25.2,8.8,32.8,24.6,7.8,3.8,12.0,42.2,88.2,16.6,42.4,4.2,17.8,22.4,8.8,37.6,29.0,5.8,3.6,14.8,ORL,SAC,1/9/2023,25,6.5,0
1212,1212,1546,1,38.6,88.2,13.0,38.6,4.4,19.0,26.2,13.2,34.2,19.4,5.8,3.6,9.4,35.6,83.6,12.8,37.8,3.4,16.8,21.8,10.0,34.0,23.2,4.6,3.4,13.6,NYK,MIL,1/9/2023,4,0.0,0
1213,1213,1307,0,38.6,91.4,15.2,45.0,3.8,16.0,20.8,13.2,38.6,24.8,6.2,4.4,16.6,44.2,101.8,11.0,37.8,4.2,16.0,20.0,14.2,34.6,25.2,9.4,3.6,9.4,MIL,NYK,1/9/2023,-4,0.0,1
1214,1214,2100,0,44.2,91.4,9.2,28.0,2.8,15.8,20.0,11.0,32.6,26.2,6.4,3.0,15.4,47.8,93.2,11.6,28.4,3.4,14.2,22.2,11.0,33.4,25.2,9.2,6.0,13.2,SAS,MEM,1/9/2023,8,11.0,1
1215,1215,594,1,44.2,87.8,14.8,34.4,4.0,16.6,19.8,11.2,37.0,28.6,6.2,5.0,13.6,40.0,89.2,9.0,32.0,2.8,19.6,27.2,11.6,29.8,26.6,8.2,3.4,10.0,DEN,LAL,1/9/2023,-13,-13.0,0
1216,1216,1071,0,45.4,88.4,10.2,28.2,3.8,20.6,26.8,9.2,36.4,25.0,7.6,3.8,15.4,44.0,93.8,11.4,33.2,3.2,19.4,25.2,11.2,32.4,25.2,7.4,6.2,14.0,LAL,DEN,1/9/2023,13,13.0,0
1217,1217,119,1,41.2,88.2,12.6,38.2,4.0,21.0,25.6,9.6,35.2,28.6,5.2,7.0,12.8,45.0,90.6,12.6,32.4,4.0,14.0,18.6,7.8,35.0,24.2,7.0,2.8,11.6,BOS,CHI,1/9/2023,-8,-9.0,0
1218,1218,277,0,44.2,85.8,12.6,30.0,5.4,20.2,25.2,6.6,37.2,23.4,5.6,3.6,10.0,42.8,91.0,13.8,41.2,5.2,19.4,24.6,9.2,32.4,28.0,4.8,4.4,9.2,CHI,BOS,1/9/2023,8,9.0,1
1219,1219,1149,1,46.4,95.8,11.4,32.4,3.4,19.0,28.2,13.0,37.8,26.2,10.2,6.6,12.0,41.0,91.8,11.6,36.2,3.6,18.6,21.4,10.2,33.4,25.8,7.8,5.0,14.2,MEM,SAS,1/9/2023,-8,-11.0,0
1220,1220,1941,1,39.0,83.2,9.4,31.6,3.6,22.8,30.0,10.6,33.4,23.6,8.8,5.0,18.0,38.2,82.2,8.6,24.4,3.0,25.6,31.8,8.0,31.0,21.6,9.8,5.2,14.6,POR,ORL,1/10/2023,3,-8.5,0
1221,1221,2261,1,42.6,89.8,12.8,40.2,4.8,21.6,25.4,10.2,34.8,28.0,7.0,4.4,13.8,43.2,90.6,12.4,35.4,5.0,20.0,24.4,9.6,32.2,22.0,7.6,5.0,11.2,UTA,CLE,1/10/2023,-2,2.5,1
1222,1222,437,0,41.0,85.0,11.6,34.8,5.2,20.2,28.2,9.6,32.2,23.8,6.4,4.8,9.8,39.4,85.6,12.2,31.6,3.8,20.4,24.6,9.6,36.4,23.4,6.2,2.8,12.6,CLE,UTA,1/10/2023,2,-2.5,0
1223,1223,2179,1,39.8,94.4,13.0,38.4,4.6,21.8,26.8,13.8,30.0,25.6,7.6,6.0,9.4,40.0,85.2,12.6,33.6,4.6,20.0,26.8,11.4,38.6,24.2,4.4,3.6,15.8,TOR,CHA,1/10/2023,-12,-7.5,1
1224,1224,357,0,43.6,92.6,13.6,37.2,4.4,17.4,22.8,10.0,34.6,27.8,8.8,5.2,11.6,42.4,89.8,14.4,38.0,3.8,22.6,30.2,11.6,37.8,27.0,7.8,5.6,14.2,CHA,TOR,1/10/2023,12,7.5,0
1225,1225,1706,0,41.2,84.0,12.0,33.8,3.4,20.8,27.0,8.4,33.2,23.6,8.2,3.8,13.0,42.2,90.6,14.8,42.4,3.8,17.0,21.2,10.6,33.8,26.8,7.0,3.0,12.8,ORL,POR,1/10/2023,-3,8.5,1
1226,1226,1783,1,45.8,91.8,13.8,36.0,4.0,20.8,24.2,11.4,32.2,27.6,7.6,5.8,11.2,43.0,87.8,13.2,32.2,6.2,18.8,23.4,8.8,32.8,27.6,6.2,5.0,15.0,PHI,DET,1/10/2023,-31,-14.0,1
1227,1227,1230,1,36.8,85.8,11.0,34.2,4.2,22.6,26.6,12.0,30.0,21.0,8.8,3.4,13.2,37.2,79.4,9.4,29.4,3.6,20.4,25.0,8.0,32.8,22.0,7.6,3.6,16.0,MIA,OKC,1/10/2023,-1,-2.0,0
1228,1228,1625,0,46.8,94.2,14.6,35.4,3.2,16.4,21.6,11.2,30.8,27.6,9.0,4.6,11.4,36.4,80.0,11.2,33.8,3.2,30.8,37.0,11.2,31.4,23.0,5.8,3.8,16.8,OKC,MIA,1/10/2023,1,2.0,1
1229,1229,994,1,36.6,87.8,9.6,30.4,3.0,22.6,29.4,12.4,31.6,22.0,8.0,3.2,10.0,40.8,82.6,11.8,34.2,3.6,21.2,26.0,8.4,36.6,23.0,5.8,5.8,12.2,LAC,DAL,1/10/2023,-12,-1.5,1
1230,1230,517,0,34.2,77.4,11.8,36.2,3.8,28.4,35.0,7.0,31.6,18.6,5.0,4.6,11.8,41.8,88.2,10.8,32.0,3.0,21.6,29.0,11.6,35.6,24.6,7.2,5.6,10.0,DAL,LAC,1/10/2023,12,1.5,0
1231,1231,753,1,42.2,96.6,17.4,49.6,6.2,17.0,21.6,15.2,34.6,28.8,8.2,3.0,15.2,45.0,93.8,13.2,34.6,4.2,19.8,26.0,12.8,36.0,26.6,7.4,4.8,13.2,GSW,PHX,1/10/2023,12,-12.0,0
1232,1232,1864,0,35.6,84.8,10.8,29.0,3.4,16.0,18.4,9.2,35.2,23.2,5.8,2.8,14.4,36.2,80.6,13.0,36.8,4.8,18.8,24.6,7.2,35.2,22.6,8.2,3.2,12.4,PHX,GSW,1/10/2023,-12,12.0,1
1233,1233,677,0,40.6,88.6,11.0,29.4,3.6,20.6,27.0,9.6,28.8,23.2,9.2,2.4,15.6,47.6,87.0,12.0,32.6,3.2,21.8,25.8,9.2,36.2,29.4,9.2,5.4,16.0,DET,PHI,1/10/2023,31,14.0,0
1234,1234,278,0,43.0,84.4,12.4,29.2,5.6,15.4,20.2,7.0,36.2,22.2,5.4,4.4,11.0,40.8,89.0,12.0,36.6,4.2,16.2,19.8,9.0,33.6,26.8,5.6,4.4,10.6,CHI,WAS,1/11/2023,3,-1.5,0
1235,1235,2338,1,42.0,86.8,8.6,27.0,3.0,18.0,22.8,11.2,35.8,24.8,6.8,3.2,16.8,44.4,95.0,12.0,36.2,3.4,14.0,17.2,12.0,31.4,23.8,8.8,5.2,11.6,WAS,CHI,1/11/2023,-3,1.5,1
1236,1236,2020,1,45.8,90.2,15.0,36.6,4.2,21.2,25.0,10.0,31.8,28.2,5.8,3.2,12.2,43.6,88.0,12.4,36.0,3.8,19.8,24.2,9.2,33.8,24.4,7.2,4.0,14.8,SAC,HOU,1/11/2023,-20,-9.0,1
1237,1237,833,0,39.4,89.4,12.6,37.2,4.0,16.4,22.8,10.8,34.6,24.2,6.6,4.2,13.6,40.8,87.4,15.0,41.0,4.8,23.4,26.8,10.0,34.6,25.6,7.2,5.0,11.2,HOU,SAC,1/11/2023,20,9.0,0
1238,1238,914,0,41.8,89.8,11.0,33.0,4.8,22.4,26.8,9.6,34.0,26.2,8.8,5.6,13.2,40.6,91.0,12.6,37.2,4.2,20.6,24.4,12.6,34.0,25.2,6.2,5.4,13.6,IND,NYK,1/11/2023,6,5.0,0
1239,1239,1150,1,47.6,96.0,12.2,30.4,3.2,19.2,28.4,12.2,38.6,25.0,9.2,6.6,12.4,43.2,94.0,10.8,34.4,3.4,19.2,23.0,10.8,33.0,27.6,7.8,6.4,13.6,MEM,SAS,1/11/2023,-6,-13.0,0
1240,1240,2101,0,45.8,93.4,9.8,28.6,2.8,17.2,21.0,11.4,33.2,27.6,6.8,4.4,14.2,46.6,94.8,12.2,28.8,3.4,15.2,24.2,13.0,33.8,22.8,7.8,6.2,13.4,SAS,MEM,1/11/2023,6,13.0,1
1241,1241,1547,1,39.2,87.0,13.0,36.8,4.2,20.0,26.4,12.4,35.8,19.6,5.6,3.4,9.8,38.4,86.2,12.4,36.4,4.0,16.6,21.4,9.2,32.6,24.6,5.4,3.2,11.4,NYK,IND,1/11/2023,-6,-5.0,1
1242,1242,1388,0,42.2,82.4,12.2,31.2,3.6,20.8,27.0,10.2,29.6,25.4,6.8,4.6,15.8,41.0,87.0,11.4,30.2,4.2,19.2,26.4,13.4,27.2,24.6,9.4,5.0,14.4,MIN,DET,1/11/2023,17,-6.5,0
1243,1243,595,1,44.8,89.0,14.4,35.2,4.2,16.4,20.4,12.4,36.4,28.4,7.0,5.0,12.8,39.8,89.8,9.0,31.8,2.6,17.2,24.6,12.6,29.4,26.2,7.4,3.2,10.6,DEN,PHX,1/11/2023,-29,-14.0,1
1244,1244,1865,0,36.6,85.4,10.6,28.0,3.6,17.0,19.8,11.2,34.8,24.4,5.8,3.2,16.0,38.6,82.8,13.4,37.0,5.0,18.4,23.8,7.6,33.4,23.4,9.8,3.6,13.0,PHX,DEN,1/11/2023,29,14.0,0
1245,1245,120,1,42.0,89.0,13.8,40.4,4.0,21.0,25.2,9.8,36.8,27.4,5.0,7.4,12.0,45.0,92.2,11.4,32.4,4.4,13.4,18.4,8.4,34.0,22.4,7.0,2.8,10.6,BOS,NOP,1/11/2023,-11,-9.0,1
1246,1246,1468,0,43.0,90.2,10.4,30.4,4.0,20.4,26.8,12.0,32.6,22.6,8.2,4.6,11.8,40.8,84.0,13.8,35.6,3.8,20.6,25.6,9.0,33.4,24.8,7.0,5.8,14.2,NOP,BOS,1/11/2023,11,9.0,0
1247,1247,40,1,45.0,93.0,9.8,30.4,2.8,18.6,22.2,7.4,36.6,24.4,7.6,6.2,12.0,45.6,99.0,14.6,39.4,5.2,16.6,21.8,15.0,40.6,29.2,7.2,4.6,13.2,ATL,MIL,1/11/2023,9,4.0,0
1248,1248,1308,0,40.8,91.8,16.2,44.8,4.0,14.4,20.0,13.2,41.2,26.0,5.2,4.6,15.4,42.0,100.4,11.8,38.4,4.2,17.0,20.4,13.0,33.2,24.4,8.6,3.0,8.2,MIL,ATL,1/11/2023,-9,-4.0,1
1249,1249,678,1,43.4,88.2,13.2,32.2,4.2,18.6,24.4,9.2,27.8,26.0,9.6,3.0,14.6,46.6,87.8,12.4,33.0,3.2,20.0,23.0,10.6,33.2,28.0,7.4,4.6,16.0,DET,MIN,1/11/2023,-17,6.5,1
1250,1250,2180,1,40.2,92.8,12.2,35.6,4.2,23.8,29.4,13.0,30.0,26.4,9.6,4.6,9.0,39.2,82.0,13.2,34.8,4.6,19.4,27.0,10.2,38.2,24.8,4.8,4.2,17.8,TOR,CHA,1/12/2023,-10,-7.5,1
1251,1251,358,0,43.4,89.4,14.0,37.4,4.6,17.2,22.4,10.2,33.4,28.4,8.4,4.8,13.2,42.0,87.8,14.4,37.6,3.6,24.0,31.4,11.4,33.8,27.8,9.6,5.4,13.2,CHA,TOR,1/12/2023,10,7.5,0
1252,1252,1942,1,37.4,82.0,8.8,32.0,3.6,22.2,28.8,10.4,32.0,21.2,6.8,4.6,17.6,40.2,83.6,8.8,25.2,3.0,24.0,29.8,8.6,30.2,24.0,9.4,4.6,12.6,POR,CLE,1/12/2023,6,1.0,0
1253,1253,438,0,40.2,84.4,9.8,30.0,4.2,18.4,25.4,9.4,31.8,24.0,7.4,4.4,10.0,38.0,82.2,12.4,31.6,4.2,18.8,23.6,9.4,35.4,22.4,5.8,3.2,14.4,CLE,POR,1/12/2023,-6,-1.0,1
1254,1254,1784,1,45.4,92.2,13.0,36.2,4.0,21.2,24.0,11.8,32.6,28.4,6.6,5.2,12.8,43.4,88.2,13.8,33.0,5.8,21.8,26.0,7.8,31.8,28.0,7.0,5.0,13.8,PHI,OKC,1/12/2023,19,-10.0,0
1255,1255,1626,0,44.0,91.8,13.4,34.0,2.8,19.8,23.8,10.4,30.6,27.0,7.6,5.2,11.0,36.2,80.0,11.0,33.0,3.6,30.8,36.2,10.8,32.0,23.2,5.8,3.0,16.8,OKC,PHI,1/12/2023,-19,10.0,1
1256,1256,1072,1,45.2,92.2,10.2,30.4,3.6,19.8,26.2,10.2,36.0,24.6,7.8,3.6,14.4,45.2,94.4,12.0,35.2,3.4,17.2,22.8,10.2,34.8,25.4,6.6,6.6,14.4,LAL,DAL,1/12/2023,4,2.5,0
1257,1257,1309,0,38.2,89.2,18.4,48.2,4.6,13.2,19.6,11.8,40.6,24.6,5.6,3.8,15.0,42.0,100.0,12.0,39.8,4.6,15.8,19.0,13.8,35.4,23.4,8.4,2.4,8.8,MIL,MIA,1/12/2023,6,6.0,0
1258,1258,518,0,37.0,80.4,12.0,36.0,3.6,24.2,31.6,6.0,35.2,19.8,4.2,5.2,13.4,43.0,94.2,11.0,34.4,2.8,20.8,28.6,12.8,36.4,25.2,7.8,5.6,9.8,DAL,LAL,1/12/2023,-4,-2.5,1
1259,1259,198,1,42.8,85.8,12.6,31.4,4.8,13.6,16.4,6.4,32.2,25.8,9.2,8.6,12.4,39.8,88.8,10.6,30.2,3.8,17.0,21.2,12.6,33.2,21.6,6.2,5.0,14.4,BKN,BOS,1/12/2023,11,1.0,0
1260,1260,121,0,42.2,88.6,13.8,39.6,4.2,19.0,22.4,10.0,38.6,26.2,5.0,7.2,11.2,41.0,89.4,10.0,31.2,4.2,12.4,16.2,7.4,32.4,21.4,5.8,4.0,10.4,BOS,BKN,1/12/2023,-11,-1.0,1
1261,1261,1231,1,37.4,87.8,10.4,33.8,4.2,21.6,25.0,13.2,31.4,21.0,9.0,3.2,13.6,38.4,83.4,11.4,35.0,4.0,16.4,21.2,9.0,32.8,22.2,8.2,3.8,15.0,MIA,MIL,1/12/2023,-6,-6.0,0
1262,1262,754,0,44.8,98.6,17.6,50.6,5.6,16.8,21.4,14.2,37.4,29.6,8.2,3.8,15.2,44.6,93.2,12.4,31.2,3.8,21.6,28.2,10.8,35.8,27.4,8.2,4.6,13.4,GSW,SAS,1/13/2023,-31,-8.5,1
1263,1263,2021,1,46.0,90.2,17.2,38.2,4.6,23.0,27.2,11.4,31.6,30.4,6.4,4.0,11.6,44.6,88.6,12.2,34.6,3.8,17.8,23.4,9.2,31.8,24.8,7.4,4.2,14.6,SAC,HOU,1/13/2023,-25,-9.5,1
1264,1264,2102,1,45.6,94.6,9.2,27.4,2.8,18.0,22.6,11.0,33.6,27.8,7.0,4.4,14.2,48.6,96.2,13.8,32.2,3.6,15.0,23.0,12.6,35.8,26.2,8.2,6.2,13.4,SAS,GSW,1/13/2023,31,8.5,0
1265,1265,834,0,40.4,91.2,13.2,38.8,4.2,15.4,22.0,11.6,31.4,24.6,7.8,4.2,14.6,43.4,88.4,16.4,40.4,4.8,22.4,25.8,11.2,34.4,28.6,7.6,5.4,12.4,HOU,SAC,1/13/2023,25,9.5,0
1266,1266,2262,1,42.2,88.8,12.4,38.4,4.4,22.2,27.6,11.2,36.8,26.8,7.0,6.0,15.4,42.4,92.6,13.4,36.2,5.4,18.8,24.0,10.4,31.4,22.0,8.8,4.8,10.8,UTA,ORL,1/13/2023,-4,-5.5,0
1267,1267,1548,0,40.2,90.6,12.0,36.0,4.0,21.0,27.6,14.2,35.8,17.4,6.0,4.2,9.8,38.8,87.4,13.0,37.4,4.4,20.2,25.2,10.6,34.0,23.8,5.2,4.0,11.2,NYK,WAS,1/13/2023,-4,-4.0,0
1268,1268,2339,1,39.2,86.6,9.8,30.0,3.2,20.4,24.8,11.2,35.0,22.6,5.6,2.8,14.8,45.8,94.2,11.0,32.2,3.4,15.6,20.4,12.0,33.4,22.4,7.2,5.8,9.8,WAS,NYK,1/13/2023,4,4.0,0
1269,1269,1707,0,41.2,87.0,12.2,34.4,3.8,17.0,23.0,8.0,31.8,23.0,9.6,3.4,12.8,42.2,89.4,14.0,42.0,3.8,17.2,23.0,12.2,37.4,25.2,7.0,4.6,15.8,ORL,UTA,1/13/2023,4,5.5,1
1270,1270,1389,1,42.6,83.0,11.6,29.6,3.4,20.0,25.6,8.8,30.2,24.4,8.0,4.4,16.4,40.8,86.0,12.0,29.0,4.6,20.0,27.2,11.6,28.6,24.8,9.8,5.4,15.4,MIN,PHX,1/13/2023,-5,-6.5,0
1271,1271,1469,0,43.2,89.6,9.8,29.0,3.6,20.0,27.6,10.6,33.4,23.4,8.4,4.0,12.2,41.6,84.4,12.8,34.0,4.0,20.4,25.0,8.0,34.2,23.8,6.4,5.6,14.2,NOP,DET,1/13/2023,-6,-5.5,1
1272,1272,995,1,39.0,91.8,9.2,30.4,2.8,18.8,25.4,14.0,31.8,22.2,7.8,3.6,9.4,41.2,82.0,12.2,33.6,3.4,21.0,26.2,8.0,36.0,23.4,5.8,6.2,12.0,LAC,DEN,1/13/2023,12,-5.0,0
1273,1273,596,0,44.6,87.2,15.0,36.0,4.2,17.0,21.4,10.8,37.6,27.8,6.8,5.6,12.0,39.0,89.8,8.4,30.4,2.6,15.2,22.0,12.6,29.8,24.4,7.2,3.0,10.8,DEN,LAC,1/13/2023,-12,5.0,1
1274,1274,915,1,40.8,91.4,10.4,33.6,5.0,22.8,27.4,10.4,33.4,26.2,9.6,7.0,13.2,40.6,91.6,13.0,35.4,4.4,20.0,24.0,13.0,36.4,25.2,6.4,5.0,14.0,IND,ATL,1/13/2023,2,3.5,1
1275,1275,41,0,42.6,90.0,10.8,30.0,3.4,16.8,20.6,8.2,35.2,23.6,7.0,6.0,12.0,42.8,95.0,12.2,33.6,4.2,18.2,22.8,14.2,37.8,27.2,7.0,5.2,11.8,ATL,IND,1/13/2023,-2,-3.5,0
1276,1276,679,1,43.0,87.8,11.4,31.0,3.8,18.8,24.6,8.4,28.8,24.2,9.2,3.4,15.6,46.0,87.6,11.6,31.2,3.2,21.4,26.0,10.4,35.0,27.6,8.2,4.4,16.4,DET,NOP,1/13/2023,6,5.5,0
1277,1277,1866,0,38.4,86.4,11.4,27.0,4.2,18.2,21.0,11.4,33.4,25.2,6.2,3.2,17.2,42.0,85.4,13.2,35.4,4.4,18.0,23.2,7.0,32.2,25.2,10.6,3.4,13.0,PHX,MIN,1/13/2023,5,6.5,1
1278,1278,279,1,42.0,85.2,13.2,32.8,5.8,14.4,19.2,7.8,34.6,24.0,5.4,4.0,11.2,41.8,89.2,11.8,35.8,3.4,16.8,20.0,10.4,34.6,26.4,6.2,4.2,10.6,CHI,OKC,1/13/2023,14,-4.5,0
1279,1279,1627,0,46.2,92.4,12.6,33.2,2.6,18.0,22.0,11.0,32.6,26.8,8.2,5.8,11.2,35.4,80.8,10.8,34.0,3.8,29.4,33.8,10.2,31.2,24.0,6.0,3.0,16.8,OKC,CHI,1/13/2023,-14,4.5,1
1280,1280,2263,1,41.6,88.2,11.0,36.8,3.8,22.0,28.0,11.4,37.8,24.2,6.0,6.2,15.8,42.8,92.0,13.8,35.6,5.4,18.4,24.0,9.4,30.0,22.8,9.0,5.2,9.6,UTA,PHI,1/14/2023,1,7.0,1
1281,1281,1785,0,43.8,90.4,13.6,36.8,4.0,21.6,24.8,10.8,31.8,28.2,6.8,4.8,12.6,43.0,87.2,13.6,33.8,5.2,21.0,25.4,7.2,33.0,25.8,6.6,4.6,13.2,PHI,UTA,1/14/2023,-1,-7.0,0
1282,1282,2181,1,39.8,87.0,11.8,32.2,3.8,25.4,31.4,12.4,29.8,25.8,9.4,4.4,9.8,40.8,81.2,12.8,32.4,4.2,18.6,24.6,8.6,33.2,23.4,5.2,4.2,15.0,TOR,ATL,1/14/2023,11,-7.5,0
1283,1283,42,0,42.2,90.0,11.0,29.4,3.4,16.2,19.8,7.8,34.8,23.2,6.4,6.0,11.2,41.8,94.8,11.6,34.4,3.8,18.0,23.4,14.4,37.8,25.8,7.0,5.2,12.2,ATL,TOR,1/14/2023,-11,7.5,1
1284,1284,1943,1,40.6,84.6,10.4,34.4,3.6,20.2,24.8,10.0,34.0,24.4,6.6,4.0,16.2,41.0,84.8,11.4,29.6,4.0,21.0,26.4,7.4,29.8,24.6,8.6,4.0,11.8,POR,DAL,1/14/2023,-17,-4.0,1
1285,1285,519,0,38.8,78.8,15.0,38.8,4.6,22.4,30.4,4.2,33.6,22.4,4.2,5.2,13.2,44.6,95.0,11.2,34.0,2.8,19.8,26.8,12.8,35.4,26.2,8.0,4.8,9.4,DAL,POR,1/14/2023,17,4.0,0
1286,1286,1390,1,43.8,83.8,11.6,30.4,3.4,17.0,21.4,8.0,30.6,23.8,8.4,4.2,16.2,41.6,86.2,11.8,28.8,4.2,17.8,23.4,10.8,29.6,26.0,9.2,4.4,15.8,MIN,CLE,1/14/2023,-8,4.5,1
1287,1287,439,0,41.6,84.2,9.2,28.4,3.6,18.6,25.4,9.6,30.4,25.8,6.6,4.0,10.8,40.6,82.0,12.2,31.6,4.2,18.2,23.0,8.6,32.6,22.0,6.2,3.6,14.4,CLE,MIN,1/14/2023,8,-4.5,0
1288,1288,1232,1,37.8,86.2,11.0,32.4,4.8,20.6,23.2,13.0,33.2,19.6,9.0,3.0,13.2,37.2,84.0,13.6,39.2,4.0,13.2,17.6,8.6,31.2,23.4,7.6,3.4,13.6,MIA,MIL,1/14/2023,-16,-4.0,1
1289,1289,1310,0,38.0,88.4,19.6,50.0,4.4,10.6,16.0,10.6,33.6,24.6,6.2,3.4,12.0,43.4,94.2,12.4,35.0,4.8,14.6,17.4,13.6,36.4,22.4,8.2,2.2,9.4,MIL,MIA,1/14/2023,16,4.0,0
1290,1290,916,1,39.4,93.0,10.0,35.8,4.6,23.2,27.8,11.0,33.6,25.2,9.2,7.0,14.4,40.6,89.4,12.6,34.6,4.4,20.6,25.2,11.6,37.6,26.8,7.8,5.2,15.2,IND,MEM,1/14/2023,18,8.0,0
1291,1291,1151,0,47.8,94.6,12.8,30.8,3.8,18.0,26.6,11.4,36.6,25.8,9.4,6.6,12.6,43.2,95.8,10.8,36.2,3.4,20.2,23.8,12.0,32.8,27.8,6.6,6.4,15.0,MEM,IND,1/14/2023,-18,-8.0,1
1292,1292,359,1,44.0,88.2,13.4,35.2,4.6,16.4,21.4,10.2,33.8,27.6,6.8,3.6,13.0,42.0,88.8,16.4,42.2,4.0,20.2,26.0,12.0,30.6,29.2,9.2,4.6,11.8,CHA,BOS,1/14/2023,16,8.0,0
1293,1293,122,0,43.4,91.6,14.4,41.6,4.2,15.6,18.2,10.8,36.6,27.4,5.4,6.4,10.4,42.4,89.0,10.2,30.2,4.4,11.6,15.0,7.2,33.4,22.6,5.6,3.8,10.4,BOS,CHA,1/14/2023,-16,-8.0,1
